Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Montana,Total - All Places of Death,30,910,64,24,0,70,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Montana,"Healthcare setting, inpatient",26,290,51,20,0,57,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Montana,"Healthcare setting, outpatient or emergency room",0,28,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Montana,Decedent's home,,323,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Montana,Hospice facility,,33,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Montana,Nursing home/long term care facility,,178,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Montana,Other,0,58,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Montana,Total - All Places of Death,39,942,68,21,0,86,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Montana,"Healthcare setting, inpatient",32,312,51,19,0,64,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Montana,"Healthcare setting, outpatient or emergency room",,45,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Montana,Decedent's home,,299,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Montana,Hospice facility,,31,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Montana,Nursing home/long term care facility,,188,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Montana,Other,0,67,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Montana,Total - All Places of Death,53,990,73,29,0,97,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Montana,"Healthcare setting, inpatient",40,311,62,27,0,75,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Montana,"Healthcare setting, outpatient or emergency room",,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Montana,Decedent's home,,355,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Montana,Hospice facility,0,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Montana,Nursing home/long term care facility,,187,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Montana,Other,,60,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Montana,Total - All Places of Death,152,1142,138,91,0,199,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Montana,"Healthcare setting, inpatient",105,409,104,74,0,135,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Montana,"Healthcare setting, outpatient or emergency room",,53,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Montana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Montana,Decedent's home,17,342,12,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Montana,Hospice facility,0,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Montana,Nursing home/long term care facility,25,229,14,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Montana,Other,,74,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Montana,Total - All Places of Death,292,1263,188,154,0,326,
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Montana,"Healthcare setting, inpatient",220,474,154,134,0,240,
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Montana,"Healthcare setting, outpatient or emergency room",,46,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Montana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Montana,Decedent's home,40,392,19,15,0,44,
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Montana,Hospice facility,,47,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Montana,Nursing home/long term care facility,23,229,,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Montana,Other,,74,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2021,09/30/2021,By Month,2021,9,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Montana,Total - All Places of Death,437,1438,303,268,0,472,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Montana,"Healthcare setting, inpatient",315,577,261,236,0,340,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Montana,"Healthcare setting, outpatient or emergency room",,45,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Montana,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Montana,Decedent's home,49,437,21,16,0,54,
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Montana,Hospice facility,,55,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Montana,Nursing home/long term care facility,50,241,,,0,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Montana,Other,,81,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2021,10/31/2021,By Month,2021,10,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Total - All Places of Death,302,1207,245,189,0,358,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,"Healthcare setting, inpatient",236,486,206,166,0,276,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,"Healthcare setting, outpatient or emergency room",,49,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Decedent's home,32,348,14,10,0,36,
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Hospice facility,,47,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Nursing home/long term care facility,16,215,,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Other,,61,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2021,11/30/2021,By Month,2021,11,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Total - All Places of Death,89,662,65,47,,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,"Healthcare setting, inpatient",66,205,49,41,0,74,
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,"Healthcare setting, outpatient or emergency room",,24,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Decedent's home,12,255,,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Hospice facility,,18,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Nursing home/long term care facility,,133,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Other,0,27,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2021,12/31/2021,By Month,2021,12,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Montana,Total - All Places of Death,0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Montana,"Healthcare setting, inpatient",0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Montana,"Healthcare setting, outpatient or emergency room",0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Montana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Montana,Decedent's home,0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Montana,Hospice facility,0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Montana,Nursing home/long term care facility,0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Montana,Other,0,0,0,0,0,0,
01/06/2022,01/01/2022,01/01/2022,By Month,2022,1,Montana,Place of death unknown,0,0,0,0,0,0,
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Total - All Places of Death,0,1562,130,0,29,159,
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,"Healthcare setting, inpatient",0,481,82,0,21,103,
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,"Healthcare setting, outpatient or emergency room",0,87,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Decedent's home,0,356,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Hospice facility,0,36,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Nursing home/long term care facility,0,454,31,0,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Other,0,147,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2020,01/31/2020,By Month,2020,1,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Total - All Places of Death,0,1388,105,0,13,118,
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,"Healthcare setting, inpatient",0,393,66,0,10,76,
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,"Healthcare setting, outpatient or emergency room",0,85,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Decedent's home,0,323,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Hospice facility,0,45,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Nursing home/long term care facility,0,400,23,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Other,0,142,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2020,02/29/2020,By Month,2020,2,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Total - All Places of Death,,1509,123,,,134,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,"Healthcare setting, inpatient",,396,69,,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,"Healthcare setting, outpatient or emergency room",0,95,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Decedent's home,,394,23,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Hospice facility,0,42,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Nursing home/long term care facility,0,426,18,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Other,,154,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Total - All Places of Death,76,1460,122,19,,182,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,"Healthcare setting, inpatient",41,348,70,12,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,"Healthcare setting, outpatient or emergency room",,82,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Decedent's home,,441,17,0,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Hospice facility,0,29,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Nursing home/long term care facility,23,414,26,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Other,,144,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Total - All Places of Death,111,1563,116,43,0,184,
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,"Healthcare setting, inpatient",71,414,72,33,0,110,
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,"Healthcare setting, outpatient or emergency room",,78,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Decedent's home,14,514,11,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Hospice facility,0,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Nursing home/long term care facility,24,368,24,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Other,0,157,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Total - All Places of Death,92,1422,95,45,0,142,
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,"Healthcare setting, inpatient",66,373,72,40,0,98,
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,"Healthcare setting, outpatient or emergency room",,83,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Decedent's home,,453,,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Hospice facility,0,29,0,0,0,0,
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Nursing home/long term care facility,10,297,11,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Other,,186,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Total - All Places of Death,48,1482,99,19,0,128,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,"Healthcare setting, inpatient",31,395,63,17,0,77,
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,"Healthcare setting, outpatient or emergency room",,98,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Decedent's home,,453,12,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Hospice facility,0,30,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Nursing home/long term care facility,10,339,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Other,,165,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Total - All Places of Death,101,1580,113,35,0,179,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,"Healthcare setting, inpatient",59,420,70,28,0,101,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,"Healthcare setting, outpatient or emergency room",,87,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Decedent's home,,486,14,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Hospice facility,0,44,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Nursing home/long term care facility,25,371,22,,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Other,,172,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Total - All Places of Death,117,1502,116,58,0,175,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,"Healthcare setting, inpatient",83,442,82,49,0,116,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,"Healthcare setting, outpatient or emergency room",,70,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Decedent's home,,429,11,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Hospice facility,0,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Nursing home/long term care facility,21,337,15,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Other,,185,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Total - All Places of Death,281,1832,177,100,0,358,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,"Healthcare setting, inpatient",170,570,126,76,0,220,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,"Healthcare setting, outpatient or emergency room",11,107,,0,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Decedent's home,19,490,10,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Hospice facility,0,35,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Nursing home/long term care facility,64,436,35,20,0,79,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Other,17,193,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Total - All Places of Death,798,2318,434,336,,897,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,"Healthcare setting, inpatient",456,809,311,259,0,508,
