Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
11/23/2022,01/01/2022,11/19/2022,By Year,Kansas,Hospice facility,60
11/23/2022,01/01/2022,11/19/2022,By Year,Kansas,Nursing home/long term care facility,430
11/23/2022,01/01/2022,11/19/2022,By Year,Kansas,Other,39
11/23/2022,01/01/2022,11/19/2022,By Year,Kansas,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Kentucky,Total - All Places of Death,5168
11/23/2022,01/01/2022,11/19/2022,By Year,Kentucky,"Healthcare setting, inpatient",3055
11/23/2022,01/01/2022,11/19/2022,By Year,Kentucky,"Healthcare setting, outpatient or emergency room",206
11/23/2022,01/01/2022,11/19/2022,By Year,Kentucky,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Kentucky,Decedent's home,948
11/23/2022,01/01/2022,11/19/2022,By Year,Kentucky,Hospice facility,273
11/23/2022,01/01/2022,11/19/2022,By Year,Kentucky,Nursing home/long term care facility,615
11/23/2022,01/01/2022,11/19/2022,By Year,Kentucky,Other,69
11/23/2022,01/01/2022,11/19/2022,By Year,Kentucky,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Louisiana,Total - All Places of Death,2869
11/23/2022,01/01/2022,11/19/2022,By Year,Louisiana,"Healthcare setting, inpatient",1735
11/23/2022,01/01/2022,11/19/2022,By Year,Louisiana,"Healthcare setting, outpatient or emergency room",153
11/23/2022,01/01/2022,11/19/2022,By Year,Louisiana,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Louisiana,Decedent's home,471
11/23/2022,01/01/2022,11/19/2022,By Year,Louisiana,Hospice facility,82
11/23/2022,01/01/2022,11/19/2022,By Year,Louisiana,Nursing home/long term care facility,389
11/23/2022,01/01/2022,11/19/2022,By Year,Louisiana,Other,39
11/23/2022,01/01/2022,11/19/2022,By Year,Louisiana,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Maine,Total - All Places of Death,960
11/23/2022,01/01/2022,11/19/2022,By Year,Maine,"Healthcare setting, inpatient",501
11/23/2022,01/01/2022,11/19/2022,By Year,Maine,"Healthcare setting, outpatient or emergency room",30
11/23/2022,01/01/2022,11/19/2022,By Year,Maine,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Maine,Decedent's home,147
11/23/2022,01/01/2022,11/19/2022,By Year,Maine,Hospice facility,44
11/23/2022,01/01/2022,11/19/2022,By Year,Maine,Nursing home/long term care facility,226
11/23/2022,01/01/2022,11/19/2022,By Year,Maine,Other,11
11/23/2022,01/01/2022,11/19/2022,By Year,Maine,Place of death unknown,
11/23/2022,01/01/2022,11/19/2022,By Year,Maryland,Total - All Places of Death,3921
11/23/2022,01/01/2022,11/19/2022,By Year,Maryland,"Healthcare setting, inpatient",2064
11/23/2022,01/01/2022,11/19/2022,By Year,Maryland,"Healthcare setting, outpatient or emergency room",176
11/23/2022,01/01/2022,11/19/2022,By Year,Maryland,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Maryland,Decedent's home,521
11/23/2022,01/01/2022,11/19/2022,By Year,Maryland,Hospice facility,438
11/23/2022,01/01/2022,11/19/2022,By Year,Maryland,Nursing home/long term care facility,524
11/23/2022,01/01/2022,11/19/2022,By Year,Maryland,Other,198
11/23/2022,01/01/2022,11/19/2022,By Year,Maryland,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Massachusetts,Total - All Places of Death,3882
11/23/2022,01/01/2022,11/19/2022,By Year,Massachusetts,"Healthcare setting, inpatient",2364
11/23/2022,01/01/2022,11/19/2022,By Year,Massachusetts,"Healthcare setting, outpatient or emergency room",181
11/23/2022,01/01/2022,11/19/2022,By Year,Massachusetts,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Massachusetts,Decedent's home,480
11/23/2022,01/01/2022,11/19/2022,By Year,Massachusetts,Hospice facility,78
11/23/2022,01/01/2022,11/19/2022,By Year,Massachusetts,Nursing home/long term care facility,651
11/23/2022,01/01/2022,11/19/2022,By Year,Massachusetts,Other,125
11/23/2022,01/01/2022,11/19/2022,By Year,Massachusetts,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Michigan,Total - All Places of Death,7310
11/23/2022,01/01/2022,11/19/2022,By Year,Michigan,"Healthcare setting, inpatient",4287
11/23/2022,01/01/2022,11/19/2022,By Year,Michigan,"Healthcare setting, outpatient or emergency room",375
11/23/2022,01/01/2022,11/19/2022,By Year,Michigan,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Michigan,Decedent's home,1329
11/23/2022,01/01/2022,11/19/2022,By Year,Michigan,Hospice facility,365
11/23/2022,01/01/2022,11/19/2022,By Year,Michigan,Nursing home/long term care facility,886
11/23/2022,01/01/2022,11/19/2022,By Year,Michigan,Other,63
11/23/2022,01/01/2022,11/19/2022,By Year,Michigan,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Minnesota,Total - All Places of Death,2980
11/23/2022,01/01/2022,11/19/2022,By Year,Minnesota,"Healthcare setting, inpatient",1513
11/23/2022,01/01/2022,11/19/2022,By Year,Minnesota,"Healthcare setting, outpatient or emergency room",71
11/23/2022,01/01/2022,11/19/2022,By Year,Minnesota,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Minnesota,Decedent's home,513
11/23/2022,01/01/2022,11/19/2022,By Year,Minnesota,Hospice facility,49
11/23/2022,01/01/2022,11/19/2022,By Year,Minnesota,Nursing home/long term care facility,770
11/23/2022,01/01/2022,11/19/2022,By Year,Minnesota,Other,61
11/23/2022,01/01/2022,11/19/2022,By Year,Minnesota,Place of death unknown,
11/23/2022,01/01/2022,11/19/2022,By Year,Mississippi,Total - All Places of Death,3007
11/23/2022,01/01/2022,11/19/2022,By Year,Mississippi,"Healthcare setting, inpatient",1684
11/23/2022,01/01/2022,11/19/2022,By Year,Mississippi,"Healthcare setting, outpatient or emergency room",215
11/23/2022,01/01/2022,11/19/2022,By Year,Mississippi,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Mississippi,Decedent's home,487
11/23/2022,01/01/2022,11/19/2022,By Year,Mississippi,Hospice facility,117
11/23/2022,01/01/2022,11/19/2022,By Year,Mississippi,Nursing home/long term care facility,426
11/23/2022,01/01/2022,11/19/2022,By Year,Mississippi,Other,74
11/23/2022,01/01/2022,11/19/2022,By Year,Mississippi,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Missouri,Total - All Places of Death,4930
11/23/2022,01/01/2022,11/19/2022,By Year,Missouri,"Healthcare setting, inpatient",3039
11/23/2022,01/01/2022,11/19/2022,By Year,Missouri,"Healthcare setting, outpatient or emergency room",189
11/23/2022,01/01/2022,11/19/2022,By Year,Missouri,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Missouri,Decedent's home,636
11/23/2022,01/01/2022,11/19/2022,By Year,Missouri,Hospice facility,122
11/23/2022,01/01/2022,11/19/2022,By Year,Missouri,Nursing home/long term care facility,891
11/23/2022,01/01/2022,11/19/2022,By Year,Missouri,Other,52
11/23/2022,01/01/2022,11/19/2022,By Year,Missouri,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Montana,Total - All Places of Death,673
11/23/2022,01/01/2022,11/19/2022,By Year,Montana,"Healthcare setting, inpatient",427
11/23/2022,01/01/2022,11/19/2022,By Year,Montana,"Healthcare setting, outpatient or emergency room",14
11/23/2022,01/01/2022,11/19/2022,By Year,Montana,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Montana,Decedent's home,95
11/23/2022,01/01/2022,11/19/2022,By Year,Montana,Hospice facility,28
11/23/2022,01/01/2022,11/19/2022,By Year,Montana,Nursing home/long term care facility,103
11/23/2022,01/01/2022,11/19/2022,By Year,Montana,Other,
11/23/2022,01/01/2022,11/19/2022,By Year,Montana,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Nebraska,Total - All Places of Death,1088
11/23/2022,01/01/2022,11/19/2022,By Year,Nebraska,"Healthcare setting, inpatient",607
11/23/2022,01/01/2022,11/19/2022,By Year,Nebraska,"Healthcare setting, outpatient or emergency room",27
11/23/2022,01/01/2022,11/19/2022,By Year,Nebraska,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Nebraska,Decedent's home,133
11/23/2022,01/01/2022,11/19/2022,By Year,Nebraska,Hospice facility,32
11/23/2022,01/01/2022,11/19/2022,By Year,Nebraska,Nursing home/long term care facility,225
11/23/2022,01/01/2022,11/19/2022,By Year,Nebraska,Other,64
11/23/2022,01/01/2022,11/19/2022,By Year,Nebraska,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Nevada,Total - All Places of Death,2465
11/23/2022,01/01/2022,11/19/2022,By Year,Nevada,"Healthcare setting, inpatient",1569
11/23/2022,01/01/2022,11/19/2022,By Year,Nevada,"Healthcare setting, outpatient or emergency room",101
11/23/2022,01/01/2022,11/19/2022,By Year,Nevada,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Nevada,Decedent's home,356
11/23/2022,01/01/2022,11/19/2022,By Year,Nevada,Hospice facility,376
11/23/2022,01/01/2022,11/19/2022,By Year,Nevada,Nursing home/long term care facility,27
11/23/2022,01/01/2022,11/19/2022,By Year,Nevada,Other,36
11/23/2022,01/01/2022,11/19/2022,By Year,Nevada,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,New Hampshire,Total - All Places of Death,732
11/23/2022,01/01/2022,11/19/2022,By Year,New Hampshire,"Healthcare setting, inpatient",410
11/23/2022,01/01/2022,11/19/2022,By Year,New Hampshire,"Healthcare setting, outpatient or emergency room",25
11/23/2022,01/01/2022,11/19/2022,By Year,New Hampshire,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,New Hampshire,Decedent's home,110
11/23/2022,01/01/2022,11/19/2022,By Year,New Hampshire,Hospice facility,20
11/23/2022,01/01/2022,11/19/2022,By Year,New Hampshire,Nursing home/long term care facility,146
11/23/2022,01/01/2022,11/19/2022,By Year,New Hampshire,Other,21
11/23/2022,01/01/2022,11/19/2022,By Year,New Hampshire,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,New Jersey,Total - All Places of Death,5969
11/23/2022,01/01/2022,11/19/2022,By Year,New Jersey,"Healthcare setting, inpatient",4006
11/23/2022,01/01/2022,11/19/2022,By Year,New Jersey,"Healthcare setting, outpatient or emergency room",181
11/23/2022,01/01/2022,11/19/2022,By Year,New Jersey,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,New Jersey,Decedent's home,657
11/23/2022,01/01/2022,11/19/2022,By Year,New Jersey,Hospice facility,174
11/23/2022,01/01/2022,11/19/2022,By Year,New Jersey,Nursing home/long term care facility,847
11/23/2022,01/01/2022,11/19/2022,By Year,New Jersey,Other,98
11/23/2022,01/01/2022,11/19/2022,By Year,New Jersey,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,New Mexico,Total - All Places of Death,1722
11/23/2022,01/01/2022,11/19/2022,By Year,New Mexico,"Healthcare setting, inpatient",914
11/23/2022,01/01/2022,11/19/2022,By Year,New Mexico,"Healthcare setting, outpatient or emergency room",75
11/23/2022,01/01/2022,11/19/2022,By Year,New Mexico,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,New Mexico,Decedent's home,423
11/23/2022,01/01/2022,11/19/2022,By Year,New Mexico,Hospice facility,49
11/23/2022,01/01/2022,11/19/2022,By Year,New Mexico,Nursing home/long term care facility,194
11/23/2022,01/01/2022,11/19/2022,By Year,New Mexico,Other,65
11/23/2022,01/01/2022,11/19/2022,By Year,New Mexico,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,New York,Total - All Places of Death,8153
11/23/2022,01/01/2022,11/19/2022,By Year,New York,"Healthcare setting, inpatient",4713
11/23/2022,01/01/2022,11/19/2022,By Year,New York,"Healthcare setting, outpatient or emergency room",386
11/23/2022,01/01/2022,11/19/2022,By Year,New York,"Healthcare setting, dead on arrival",23
11/23/2022,01/01/2022,11/19/2022,By Year,New York,Decedent's home,1035
11/23/2022,01/01/2022,11/19/2022,By Year,New York,Hospice facility,530
11/23/2022,01/01/2022,11/19/2022,By Year,New York,Nursing home/long term care facility,1394
11/23/2022,01/01/2022,11/19/2022,By Year,New York,Other,70
11/23/2022,01/01/2022,11/19/2022,By Year,New York,Place of death unknown,
11/23/2022,01/01/2022,11/19/2022,By Year,New York City,Total - All Places of Death,5194
11/23/2022,01/01/2022,11/19/2022,By Year,New York City,"Healthcare setting, inpatient",3645
11/23/2022,01/01/2022,11/19/2022,By Year,New York City,"Healthcare setting, outpatient or emergency room",289
11/23/2022,01/01/2022,11/19/2022,By Year,New York City,"Healthcare setting, dead on arrival",14
11/23/2022,01/01/2022,11/19/2022,By Year,New York City,Decedent's home,752
11/23/2022,01/01/2022,11/19/2022,By Year,New York City,Hospice facility,32
11/23/2022,01/01/2022,11/19/2022,By Year,New York City,Nursing home/long term care facility,451
11/23/2022,01/01/2022,11/19/2022,By Year,New York City,Other,11
11/23/2022,01/01/2022,11/19/2022,By Year,New York City,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,North Carolina,Total - All Places of Death,7651
11/23/2022,01/01/2022,11/19/2022,By Year,North Carolina,"Healthcare setting, inpatient",4630
11/23/2022,01/01/2022,11/19/2022,By Year,North Carolina,"Healthcare setting, outpatient or emergency room",204
11/23/2022,01/01/2022,11/19/2022,By Year,North Carolina,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,North Carolina,Decedent's home,1083
11/23/2022,01/01/2022,11/19/2022,By Year,North Carolina,Hospice facility,714
11/23/2022,01/01/2022,11/19/2022,By Year,North Carolina,Nursing home/long term care facility,649
11/23/2022,01/01/2022,11/19/2022,By Year,North Carolina,Other,362
11/23/2022,01/01/2022,11/19/2022,By Year,North Carolina,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,North Dakota,Total - All Places of Death,491
11/23/2022,01/01/2022,11/19/2022,By Year,North Dakota,"Healthcare setting, inpatient",328
11/23/2022,01/01/2022,11/19/2022,By Year,North Dakota,"Healthcare setting, outpatient or emergency room",11
11/23/2022,01/01/2022,11/19/2022,By Year,North Dakota,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,North Dakota,Decedent's home,31
11/23/2022,01/01/2022,11/19/2022,By Year,North Dakota,Hospice facility,
11/23/2022,01/01/2022,11/19/2022,By Year,North Dakota,Nursing home/long term care facility,113
11/23/2022,01/01/2022,11/19/2022,By Year,North Dakota,Other,
11/23/2022,01/01/2022,11/19/2022,By Year,North Dakota,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Ohio,Total - All Places of Death,10790
11/23/2022,01/01/2022,11/19/2022,By Year,Ohio,"Healthcare setting, inpatient",5837
11/23/2022,01/01/2022,11/19/2022,By Year,Ohio,"Healthcare setting, outpatient or emergency room",402
11/23/2022,01/01/2022,11/19/2022,By Year,Ohio,"Healthcare setting, dead on arrival",17
11/23/2022,01/01/2022,11/19/2022,By Year,Ohio,Decedent's home,1303
11/23/2022,01/01/2022,11/19/2022,By Year,Ohio,Hospice facility,876
11/23/2022,01/01/2022,11/19/2022,By Year,Ohio,Nursing home/long term care facility,2225
11/23/2022,01/01/2022,11/19/2022,By Year,Ohio,Other,130
11/23/2022,01/01/2022,11/19/2022,By Year,Ohio,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Oklahoma,Total - All Places of Death,4156
11/23/2022,01/01/2022,11/19/2022,By Year,Oklahoma,"Healthcare setting, inpatient",2416
11/23/2022,01/01/2022,11/19/2022,By Year,Oklahoma,"Healthcare setting, outpatient or emergency room",263
11/23/2022,01/01/2022,11/19/2022,By Year,Oklahoma,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Oklahoma,Decedent's home,654
11/23/2022,01/01/2022,11/19/2022,By Year,Oklahoma,Hospice facility,110
11/23/2022,01/01/2022,11/19/2022,By Year,Oklahoma,Nursing home/long term care facility,642
11/23/2022,01/01/2022,11/19/2022,By Year,Oklahoma,Other,71
11/23/2022,01/01/2022,11/19/2022,By Year,Oklahoma,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Oregon,Total - All Places of Death,2474
11/23/2022,01/01/2022,11/19/2022,By Year,Oregon,"Healthcare setting, inpatient",1294
11/23/2022,01/01/2022,11/19/2022,By Year,Oregon,"Healthcare setting, outpatient or emergency room",73
11/23/2022,01/01/2022,11/19/2022,By Year,Oregon,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Oregon,Decedent's home,585
11/23/2022,01/01/2022,11/19/2022,By Year,Oregon,Hospice facility,32
11/23/2022,01/01/2022,11/19/2022,By Year,Oregon,Nursing home/long term care facility,376
11/23/2022,01/01/2022,11/19/2022,By Year,Oregon,Other,114
11/23/2022,01/01/2022,11/19/2022,By Year,Oregon,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Pennsylvania,Total - All Places of Death,10602
11/23/2022,01/01/2022,11/19/2022,By Year,Pennsylvania,"Healthcare setting, inpatient",6474
11/23/2022,01/01/2022,11/19/2022,By Year,Pennsylvania,"Healthcare setting, outpatient or emergency room",317
11/23/2022,01/01/2022,11/19/2022,By Year,Pennsylvania,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Pennsylvania,Decedent's home,1380
11/23/2022,01/01/2022,11/19/2022,By Year,Pennsylvania,Hospice facility,286
11/23/2022,01/01/2022,11/19/2022,By Year,Pennsylvania,Nursing home/long term care facility,2008
11/23/2022,01/01/2022,11/19/2022,By Year,Pennsylvania,Other,131
11/23/2022,01/01/2022,11/19/2022,By Year,Pennsylvania,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Rhode Island,Total - All Places of Death,697
11/23/2022,01/01/2022,11/19/2022,By Year,Rhode Island,"Healthcare setting, inpatient",325
11/23/2022,01/01/2022,11/19/2022,By Year,Rhode Island,"Healthcare setting, outpatient or emergency room",29
11/23/2022,01/01/2022,11/19/2022,By Year,Rhode Island,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Rhode Island,Decedent's home,76
11/23/2022,01/01/2022,11/19/2022,By Year,Rhode Island,Hospice facility,112
11/23/2022,01/01/2022,11/19/2022,By Year,Rhode Island,Nursing home/long term care facility,148
11/23/2022,01/01/2022,11/19/2022,By Year,Rhode Island,Other,
11/23/2022,01/01/2022,11/19/2022,By Year,Rhode Island,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,South Carolina,Total - All Places of Death,4213
11/23/2022,01/01/2022,11/19/2022,By Year,South Carolina,"Healthcare setting, inpatient",2439
11/23/2022,01/01/2022,11/19/2022,By Year,South Carolina,"Healthcare setting, outpatient or emergency room",135
11/23/2022,01/01/2022,11/19/2022,By Year,South Carolina,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,South Carolina,Decedent's home,755
11/23/2022,01/01/2022,11/19/2022,By Year,South Carolina,Hospice facility,373
11/23/2022,01/01/2022,11/19/2022,By Year,South Carolina,Nursing home/long term care facility,425
11/23/2022,01/01/2022,11/19/2022,By Year,South Carolina,Other,85
11/23/2022,01/01/2022,11/19/2022,By Year,South Carolina,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,South Dakota,Total - All Places of Death,571
11/23/2022,01/01/2022,11/19/2022,By Year,South Dakota,"Healthcare setting, inpatient",346
11/23/2022,01/01/2022,11/19/2022,By Year,South Dakota,"Healthcare setting, outpatient or emergency room",18
11/23/2022,01/01/2022,11/19/2022,By Year,South Dakota,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,South Dakota,Decedent's home,51
11/23/2022,01/01/2022,11/19/2022,By Year,South Dakota,Hospice facility,45
11/23/2022,01/01/2022,11/19/2022,By Year,South Dakota,Nursing home/long term care facility,106
11/23/2022,01/01/2022,11/19/2022,By Year,South Dakota,Other,
11/23/2022,01/01/2022,11/19/2022,By Year,South Dakota,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Tennessee,Total - All Places of Death,6676
11/23/2022,01/01/2022,11/19/2022,By Year,Tennessee,"Healthcare setting, inpatient",4058
11/23/2022,01/01/2022,11/19/2022,By Year,Tennessee,"Healthcare setting, outpatient or emergency room",290
11/23/2022,01/01/2022,11/19/2022,By Year,Tennessee,"Healthcare setting, dead on arrival",41
11/23/2022,01/01/2022,11/19/2022,By Year,Tennessee,Decedent's home,1014
11/23/2022,01/01/2022,11/19/2022,By Year,Tennessee,Hospice facility,192
11/23/2022,01/01/2022,11/19/2022,By Year,Tennessee,Nursing home/long term care facility,957
11/23/2022,01/01/2022,11/19/2022,By Year,Tennessee,Other,124
11/23/2022,01/01/2022,11/19/2022,By Year,Tennessee,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Texas,Total - All Places of Death,17345
11/23/2022,01/01/2022,11/19/2022,By Year,Texas,"Healthcare setting, inpatient",11173
11/23/2022,01/01/2022,11/19/2022,By Year,Texas,"Healthcare setting, outpatient or emergency room",706
11/23/2022,01/01/2022,11/19/2022,By Year,Texas,"Healthcare setting, dead on arrival",11
11/23/2022,01/01/2022,11/19/2022,By Year,Texas,Decedent's home,2469
11/23/2022,01/01/2022,11/19/2022,By Year,Texas,Hospice facility,534
11/23/2022,01/01/2022,11/19/2022,By Year,Texas,Nursing home/long term care facility,1996
11/23/2022,01/01/2022,11/19/2022,By Year,Texas,Other,456
11/23/2022,01/01/2022,11/19/2022,By Year,Texas,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Utah,Total - All Places of Death,1179
11/23/2022,01/01/2022,11/19/2022,By Year,Utah,"Healthcare setting, inpatient",612
11/23/2022,01/01/2022,11/19/2022,By Year,Utah,"Healthcare setting, outpatient or emergency room",48
11/23/2022,01/01/2022,11/19/2022,By Year,Utah,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Utah,Decedent's home,275
11/23/2022,01/01/2022,11/19/2022,By Year,Utah,Hospice facility,0
11/23/2022,01/01/2022,11/19/2022,By Year,Utah,Nursing home/long term care facility,213
11/23/2022,01/01/2022,11/19/2022,By Year,Utah,Other,29
11/23/2022,01/01/2022,11/19/2022,By Year,Utah,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Vermont,Total - All Places of Death,338
11/23/2022,01/01/2022,11/19/2022,By Year,Vermont,"Healthcare setting, inpatient",125
11/23/2022,01/01/2022,11/19/2022,By Year,Vermont,"Healthcare setting, outpatient or emergency room",11
11/23/2022,01/01/2022,11/19/2022,By Year,Vermont,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Vermont,Decedent's home,63
11/23/2022,01/01/2022,11/19/2022,By Year,Vermont,Hospice facility,
11/23/2022,01/01/2022,11/19/2022,By Year,Vermont,Nursing home/long term care facility,123
11/23/2022,01/01/2022,11/19/2022,By Year,Vermont,Other,
11/23/2022,01/01/2022,11/19/2022,By Year,Vermont,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Virginia,Total - All Places of Death,5556
11/23/2022,01/01/2022,11/19/2022,By Year,Virginia,"Healthcare setting, inpatient",3395
11/23/2022,01/01/2022,11/19/2022,By Year,Virginia,"Healthcare setting, outpatient or emergency room",184
11/23/2022,01/01/2022,11/19/2022,By Year,Virginia,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Virginia,Decedent's home,891
11/23/2022,01/01/2022,11/19/2022,By Year,Virginia,Hospice facility,60
11/23/2022,01/01/2022,11/19/2022,By Year,Virginia,Nursing home/long term care facility,869
11/23/2022,01/01/2022,11/19/2022,By Year,Virginia,Other,146
11/23/2022,01/01/2022,11/19/2022,By Year,Virginia,Place of death unknown,
11/23/2022,01/01/2022,11/19/2022,By Year,Washington,Total - All Places of Death,3717
11/23/2022,01/01/2022,11/19/2022,By Year,Washington,"Healthcare setting, inpatient",2040
11/23/2022,01/01/2022,11/19/2022,By Year,Washington,"Healthcare setting, outpatient or emergency room",93
11/23/2022,01/01/2022,11/19/2022,By Year,Washington,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Washington,Decedent's home,686
11/23/2022,01/01/2022,11/19/2022,By Year,Washington,Hospice facility,123
11/23/2022,01/01/2022,11/19/2022,By Year,Washington,Nursing home/long term care facility,648
11/23/2022,01/01/2022,11/19/2022,By Year,Washington,Other,126
11/23/2022,01/01/2022,11/19/2022,By Year,Washington,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,West Virginia,Total - All Places of Death,2169
11/23/2022,01/01/2022,11/19/2022,By Year,West Virginia,"Healthcare setting, inpatient",1252
11/23/2022,01/01/2022,11/19/2022,By Year,West Virginia,"Healthcare setting, outpatient or emergency room",83
11/23/2022,01/01/2022,11/19/2022,By Year,West Virginia,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,West Virginia,Decedent's home,288
11/23/2022,01/01/2022,11/19/2022,By Year,West Virginia,Hospice facility,237
11/23/2022,01/01/2022,11/19/2022,By Year,West Virginia,Nursing home/long term care facility,274
11/23/2022,01/01/2022,11/19/2022,By Year,West Virginia,Other,35
11/23/2022,01/01/2022,11/19/2022,By Year,West Virginia,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Wisconsin,Total - All Places of Death,3457
11/23/2022,01/01/2022,11/19/2022,By Year,Wisconsin,"Healthcare setting, inpatient",2016
11/23/2022,01/01/2022,11/19/2022,By Year,Wisconsin,"Healthcare setting, outpatient or emergency room",106
11/23/2022,01/01/2022,11/19/2022,By Year,Wisconsin,"Healthcare setting, dead on arrival",
11/23/2022,01/01/2022,11/19/2022,By Year,Wisconsin,Decedent's home,522
11/23/2022,01/01/2022,11/19/2022,By Year,Wisconsin,Hospice facility,180
11/23/2022,01/01/2022,11/19/2022,By Year,Wisconsin,Nursing home/long term care facility,340
11/23/2022,01/01/2022,11/19/2022,By Year,Wisconsin,Other,290
11/23/2022,01/01/2022,11/19/2022,By Year,Wisconsin,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Wyoming,Total - All Places of Death,308
11/23/2022,01/01/2022,11/19/2022,By Year,Wyoming,"Healthcare setting, inpatient",144
11/23/2022,01/01/2022,11/19/2022,By Year,Wyoming,"Healthcare setting, outpatient or emergency room",13
11/23/2022,01/01/2022,11/19/2022,By Year,Wyoming,"Healthcare setting, dead on arrival",0
11/23/2022,01/01/2022,11/19/2022,By Year,Wyoming,Decedent's home,58
11/23/2022,01/01/2022,11/19/2022,By Year,Wyoming,Hospice facility,13
11/23/2022,01/01/2022,11/19/2022,By Year,Wyoming,Nursing home/long term care facility,73
11/23/2022,01/01/2022,11/19/2022,By Year,Wyoming,Other,
11/23/2022,01/01/2022,11/19/2022,By Year,Wyoming,Place of death unknown,0
11/23/2022,01/01/2022,11/19/2022,By Year,Puerto Rico,Total - All Places of Death,2094
11/23/2022,01/01/2022,11/19/2022,By Year,Puerto Rico,"Healthcare setting, inpatient",1718
11/23/2022,01/01/2022,11/19/2022,By Year,Puerto Rico,"Healthcare setting, outpatient or emergency room",81
