Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/26/2022,01/01/2022,10/22/2022,By Year,Kansas,Hospice facility,60
10/26/2022,01/01/2022,10/22/2022,By Year,Kansas,Nursing home/long term care facility,408
10/26/2022,01/01/2022,10/22/2022,By Year,Kansas,Other,38
10/26/2022,01/01/2022,10/22/2022,By Year,Kansas,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Kentucky,Total - All Places of Death,4945
10/26/2022,01/01/2022,10/22/2022,By Year,Kentucky,"Healthcare setting, inpatient",2965
10/26/2022,01/01/2022,10/22/2022,By Year,Kentucky,"Healthcare setting, outpatient or emergency room",196
10/26/2022,01/01/2022,10/22/2022,By Year,Kentucky,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Kentucky,Decedent's home,887
10/26/2022,01/01/2022,10/22/2022,By Year,Kentucky,Hospice facility,258
10/26/2022,01/01/2022,10/22/2022,By Year,Kentucky,Nursing home/long term care facility,573
10/26/2022,01/01/2022,10/22/2022,By Year,Kentucky,Other,64
10/26/2022,01/01/2022,10/22/2022,By Year,Kentucky,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Louisiana,Total - All Places of Death,2768
10/26/2022,01/01/2022,10/22/2022,By Year,Louisiana,"Healthcare setting, inpatient",1688
10/26/2022,01/01/2022,10/22/2022,By Year,Louisiana,"Healthcare setting, outpatient or emergency room",146
10/26/2022,01/01/2022,10/22/2022,By Year,Louisiana,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Louisiana,Decedent's home,452
10/26/2022,01/01/2022,10/22/2022,By Year,Louisiana,Hospice facility,78
10/26/2022,01/01/2022,10/22/2022,By Year,Louisiana,Nursing home/long term care facility,366
10/26/2022,01/01/2022,10/22/2022,By Year,Louisiana,Other,38
10/26/2022,01/01/2022,10/22/2022,By Year,Louisiana,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Maine,Total - All Places of Death,895
10/26/2022,01/01/2022,10/22/2022,By Year,Maine,"Healthcare setting, inpatient",473
10/26/2022,01/01/2022,10/22/2022,By Year,Maine,"Healthcare setting, outpatient or emergency room",28
10/26/2022,01/01/2022,10/22/2022,By Year,Maine,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Maine,Decedent's home,138
10/26/2022,01/01/2022,10/22/2022,By Year,Maine,Hospice facility,40
10/26/2022,01/01/2022,10/22/2022,By Year,Maine,Nursing home/long term care facility,204
10/26/2022,01/01/2022,10/22/2022,By Year,Maine,Other,11
10/26/2022,01/01/2022,10/22/2022,By Year,Maine,Place of death unknown,
10/26/2022,01/01/2022,10/22/2022,By Year,Maryland,Total - All Places of Death,3745
10/26/2022,01/01/2022,10/22/2022,By Year,Maryland,"Healthcare setting, inpatient",1998
10/26/2022,01/01/2022,10/22/2022,By Year,Maryland,"Healthcare setting, outpatient or emergency room",165
10/26/2022,01/01/2022,10/22/2022,By Year,Maryland,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Maryland,Decedent's home,493
10/26/2022,01/01/2022,10/22/2022,By Year,Maryland,Hospice facility,409
10/26/2022,01/01/2022,10/22/2022,By Year,Maryland,Nursing home/long term care facility,492
10/26/2022,01/01/2022,10/22/2022,By Year,Maryland,Other,188
10/26/2022,01/01/2022,10/22/2022,By Year,Maryland,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Massachusetts,Total - All Places of Death,3645
10/26/2022,01/01/2022,10/22/2022,By Year,Massachusetts,"Healthcare setting, inpatient",2233
10/26/2022,01/01/2022,10/22/2022,By Year,Massachusetts,"Healthcare setting, outpatient or emergency room",173
10/26/2022,01/01/2022,10/22/2022,By Year,Massachusetts,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Massachusetts,Decedent's home,441
10/26/2022,01/01/2022,10/22/2022,By Year,Massachusetts,Hospice facility,70
10/26/2022,01/01/2022,10/22/2022,By Year,Massachusetts,Nursing home/long term care facility,614
10/26/2022,01/01/2022,10/22/2022,By Year,Massachusetts,Other,111
10/26/2022,01/01/2022,10/22/2022,By Year,Massachusetts,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Michigan,Total - All Places of Death,6796
10/26/2022,01/01/2022,10/22/2022,By Year,Michigan,"Healthcare setting, inpatient",4055
10/26/2022,01/01/2022,10/22/2022,By Year,Michigan,"Healthcare setting, outpatient or emergency room",344
10/26/2022,01/01/2022,10/22/2022,By Year,Michigan,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Michigan,Decedent's home,1229
10/26/2022,01/01/2022,10/22/2022,By Year,Michigan,Hospice facility,323
10/26/2022,01/01/2022,10/22/2022,By Year,Michigan,Nursing home/long term care facility,783
10/26/2022,01/01/2022,10/22/2022,By Year,Michigan,Other,58
10/26/2022,01/01/2022,10/22/2022,By Year,Michigan,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Minnesota,Total - All Places of Death,2746
10/26/2022,01/01/2022,10/22/2022,By Year,Minnesota,"Healthcare setting, inpatient",1413
10/26/2022,01/01/2022,10/22/2022,By Year,Minnesota,"Healthcare setting, outpatient or emergency room",65
10/26/2022,01/01/2022,10/22/2022,By Year,Minnesota,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Minnesota,Decedent's home,486
10/26/2022,01/01/2022,10/22/2022,By Year,Minnesota,Hospice facility,42
10/26/2022,01/01/2022,10/22/2022,By Year,Minnesota,Nursing home/long term care facility,680
10/26/2022,01/01/2022,10/22/2022,By Year,Minnesota,Other,57
10/26/2022,01/01/2022,10/22/2022,By Year,Minnesota,Place of death unknown,
10/26/2022,01/01/2022,10/22/2022,By Year,Mississippi,Total - All Places of Death,2912
10/26/2022,01/01/2022,10/22/2022,By Year,Mississippi,"Healthcare setting, inpatient",1647
10/26/2022,01/01/2022,10/22/2022,By Year,Mississippi,"Healthcare setting, outpatient or emergency room",206
10/26/2022,01/01/2022,10/22/2022,By Year,Mississippi,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Mississippi,Decedent's home,465
10/26/2022,01/01/2022,10/22/2022,By Year,Mississippi,Hospice facility,114
10/26/2022,01/01/2022,10/22/2022,By Year,Mississippi,Nursing home/long term care facility,406
10/26/2022,01/01/2022,10/22/2022,By Year,Mississippi,Other,70
10/26/2022,01/01/2022,10/22/2022,By Year,Mississippi,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Missouri,Total - All Places of Death,4722
10/26/2022,01/01/2022,10/22/2022,By Year,Missouri,"Healthcare setting, inpatient",2961
10/26/2022,01/01/2022,10/22/2022,By Year,Missouri,"Healthcare setting, outpatient or emergency room",177
10/26/2022,01/01/2022,10/22/2022,By Year,Missouri,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Missouri,Decedent's home,599
10/26/2022,01/01/2022,10/22/2022,By Year,Missouri,Hospice facility,118
10/26/2022,01/01/2022,10/22/2022,By Year,Missouri,Nursing home/long term care facility,815
10/26/2022,01/01/2022,10/22/2022,By Year,Missouri,Other,51
10/26/2022,01/01/2022,10/22/2022,By Year,Missouri,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Montana,Total - All Places of Death,644
10/26/2022,01/01/2022,10/22/2022,By Year,Montana,"Healthcare setting, inpatient",409
10/26/2022,01/01/2022,10/22/2022,By Year,Montana,"Healthcare setting, outpatient or emergency room",14
10/26/2022,01/01/2022,10/22/2022,By Year,Montana,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Montana,Decedent's home,90
10/26/2022,01/01/2022,10/22/2022,By Year,Montana,Hospice facility,28
10/26/2022,01/01/2022,10/22/2022,By Year,Montana,Nursing home/long term care facility,97
10/26/2022,01/01/2022,10/22/2022,By Year,Montana,Other,
10/26/2022,01/01/2022,10/22/2022,By Year,Montana,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Nebraska,Total - All Places of Death,1046
10/26/2022,01/01/2022,10/22/2022,By Year,Nebraska,"Healthcare setting, inpatient",590
10/26/2022,01/01/2022,10/22/2022,By Year,Nebraska,"Healthcare setting, outpatient or emergency room",26
10/26/2022,01/01/2022,10/22/2022,By Year,Nebraska,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Nebraska,Decedent's home,131
10/26/2022,01/01/2022,10/22/2022,By Year,Nebraska,Hospice facility,32
10/26/2022,01/01/2022,10/22/2022,By Year,Nebraska,Nursing home/long term care facility,208
10/26/2022,01/01/2022,10/22/2022,By Year,Nebraska,Other,59
10/26/2022,01/01/2022,10/22/2022,By Year,Nebraska,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Nevada,Total - All Places of Death,2397
10/26/2022,01/01/2022,10/22/2022,By Year,Nevada,"Healthcare setting, inpatient",1534
10/26/2022,01/01/2022,10/22/2022,By Year,Nevada,"Healthcare setting, outpatient or emergency room",99
10/26/2022,01/01/2022,10/22/2022,By Year,Nevada,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Nevada,Decedent's home,347
10/26/2022,01/01/2022,10/22/2022,By Year,Nevada,Hospice facility,357
10/26/2022,01/01/2022,10/22/2022,By Year,Nevada,Nursing home/long term care facility,27
10/26/2022,01/01/2022,10/22/2022,By Year,Nevada,Other,33
10/26/2022,01/01/2022,10/22/2022,By Year,Nevada,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,New Hampshire,Total - All Places of Death,660
10/26/2022,01/01/2022,10/22/2022,By Year,New Hampshire,"Healthcare setting, inpatient",381
10/26/2022,01/01/2022,10/22/2022,By Year,New Hampshire,"Healthcare setting, outpatient or emergency room",23
10/26/2022,01/01/2022,10/22/2022,By Year,New Hampshire,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,New Hampshire,Decedent's home,104
10/26/2022,01/01/2022,10/22/2022,By Year,New Hampshire,Hospice facility,17
10/26/2022,01/01/2022,10/22/2022,By Year,New Hampshire,Nursing home/long term care facility,118
10/26/2022,01/01/2022,10/22/2022,By Year,New Hampshire,Other,17
10/26/2022,01/01/2022,10/22/2022,By Year,New Hampshire,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,New Jersey,Total - All Places of Death,5691
10/26/2022,01/01/2022,10/22/2022,By Year,New Jersey,"Healthcare setting, inpatient",3854
10/26/2022,01/01/2022,10/22/2022,By Year,New Jersey,"Healthcare setting, outpatient or emergency room",173
10/26/2022,01/01/2022,10/22/2022,By Year,New Jersey,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,New Jersey,Decedent's home,613
10/26/2022,01/01/2022,10/22/2022,By Year,New Jersey,Hospice facility,166
10/26/2022,01/01/2022,10/22/2022,By Year,New Jersey,Nursing home/long term care facility,788
10/26/2022,01/01/2022,10/22/2022,By Year,New Jersey,Other,92
10/26/2022,01/01/2022,10/22/2022,By Year,New Jersey,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,New Mexico,Total - All Places of Death,1656
10/26/2022,01/01/2022,10/22/2022,By Year,New Mexico,"Healthcare setting, inpatient",888
10/26/2022,01/01/2022,10/22/2022,By Year,New Mexico,"Healthcare setting, outpatient or emergency room",72
10/26/2022,01/01/2022,10/22/2022,By Year,New Mexico,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,New Mexico,Decedent's home,402
10/26/2022,01/01/2022,10/22/2022,By Year,New Mexico,Hospice facility,46
10/26/2022,01/01/2022,10/22/2022,By Year,New Mexico,Nursing home/long term care facility,187
10/26/2022,01/01/2022,10/22/2022,By Year,New Mexico,Other,59
10/26/2022,01/01/2022,10/22/2022,By Year,New Mexico,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,New York,Total - All Places of Death,7632
10/26/2022,01/01/2022,10/22/2022,By Year,New York,"Healthcare setting, inpatient",4449
10/26/2022,01/01/2022,10/22/2022,By Year,New York,"Healthcare setting, outpatient or emergency room",359
10/26/2022,01/01/2022,10/22/2022,By Year,New York,"Healthcare setting, dead on arrival",20
10/26/2022,01/01/2022,10/22/2022,By Year,New York,Decedent's home,982
10/26/2022,01/01/2022,10/22/2022,By Year,New York,Hospice facility,485
10/26/2022,01/01/2022,10/22/2022,By Year,New York,Nursing home/long term care facility,1268
10/26/2022,01/01/2022,10/22/2022,By Year,New York,Other,67
10/26/2022,01/01/2022,10/22/2022,By Year,New York,Place of death unknown,
10/26/2022,01/01/2022,10/22/2022,By Year,New York City,Total - All Places of Death,4925
10/26/2022,01/01/2022,10/22/2022,By Year,New York City,"Healthcare setting, inpatient",3455
10/26/2022,01/01/2022,10/22/2022,By Year,New York City,"Healthcare setting, outpatient or emergency room",272
10/26/2022,01/01/2022,10/22/2022,By Year,New York City,"Healthcare setting, dead on arrival",14
10/26/2022,01/01/2022,10/22/2022,By Year,New York City,Decedent's home,717
10/26/2022,01/01/2022,10/22/2022,By Year,New York City,Hospice facility,28
10/26/2022,01/01/2022,10/22/2022,By Year,New York City,Nursing home/long term care facility,428
10/26/2022,01/01/2022,10/22/2022,By Year,New York City,Other,11
10/26/2022,01/01/2022,10/22/2022,By Year,New York City,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,North Carolina,Total - All Places of Death,7313
10/26/2022,01/01/2022,10/22/2022,By Year,North Carolina,"Healthcare setting, inpatient",4468
10/26/2022,01/01/2022,10/22/2022,By Year,North Carolina,"Healthcare setting, outpatient or emergency room",197
10/26/2022,01/01/2022,10/22/2022,By Year,North Carolina,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,North Carolina,Decedent's home,1019
10/26/2022,01/01/2022,10/22/2022,By Year,North Carolina,Hospice facility,675
10/26/2022,01/01/2022,10/22/2022,By Year,North Carolina,Nursing home/long term care facility,612
10/26/2022,01/01/2022,10/22/2022,By Year,North Carolina,Other,334
10/26/2022,01/01/2022,10/22/2022,By Year,North Carolina,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,North Dakota,Total - All Places of Death,469
10/26/2022,01/01/2022,10/22/2022,By Year,North Dakota,"Healthcare setting, inpatient",315
10/26/2022,01/01/2022,10/22/2022,By Year,North Dakota,"Healthcare setting, outpatient or emergency room",11
10/26/2022,01/01/2022,10/22/2022,By Year,North Dakota,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,North Dakota,Decedent's home,29
10/26/2022,01/01/2022,10/22/2022,By Year,North Dakota,Hospice facility,
10/26/2022,01/01/2022,10/22/2022,By Year,North Dakota,Nursing home/long term care facility,108
10/26/2022,01/01/2022,10/22/2022,By Year,North Dakota,Other,
10/26/2022,01/01/2022,10/22/2022,By Year,North Dakota,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Ohio,Total - All Places of Death,10353
10/26/2022,01/01/2022,10/22/2022,By Year,Ohio,"Healthcare setting, inpatient",5673
10/26/2022,01/01/2022,10/22/2022,By Year,Ohio,"Healthcare setting, outpatient or emergency room",385
10/26/2022,01/01/2022,10/22/2022,By Year,Ohio,"Healthcare setting, dead on arrival",16
10/26/2022,01/01/2022,10/22/2022,By Year,Ohio,Decedent's home,1249
10/26/2022,01/01/2022,10/22/2022,By Year,Ohio,Hospice facility,828
10/26/2022,01/01/2022,10/22/2022,By Year,Ohio,Nursing home/long term care facility,2079
10/26/2022,01/01/2022,10/22/2022,By Year,Ohio,Other,123
10/26/2022,01/01/2022,10/22/2022,By Year,Ohio,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Oklahoma,Total - All Places of Death,4002
10/26/2022,01/01/2022,10/22/2022,By Year,Oklahoma,"Healthcare setting, inpatient",2342
10/26/2022,01/01/2022,10/22/2022,By Year,Oklahoma,"Healthcare setting, outpatient or emergency room",250
10/26/2022,01/01/2022,10/22/2022,By Year,Oklahoma,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Oklahoma,Decedent's home,616
10/26/2022,01/01/2022,10/22/2022,By Year,Oklahoma,Hospice facility,107
10/26/2022,01/01/2022,10/22/2022,By Year,Oklahoma,Nursing home/long term care facility,617
10/26/2022,01/01/2022,10/22/2022,By Year,Oklahoma,Other,70
10/26/2022,01/01/2022,10/22/2022,By Year,Oklahoma,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Oregon,Total - All Places of Death,2349
10/26/2022,01/01/2022,10/22/2022,By Year,Oregon,"Healthcare setting, inpatient",1245
10/26/2022,01/01/2022,10/22/2022,By Year,Oregon,"Healthcare setting, outpatient or emergency room",66
10/26/2022,01/01/2022,10/22/2022,By Year,Oregon,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Oregon,Decedent's home,546
10/26/2022,01/01/2022,10/22/2022,By Year,Oregon,Hospice facility,25
10/26/2022,01/01/2022,10/22/2022,By Year,Oregon,Nursing home/long term care facility,365
10/26/2022,01/01/2022,10/22/2022,By Year,Oregon,Other,102
10/26/2022,01/01/2022,10/22/2022,By Year,Oregon,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Pennsylvania,Total - All Places of Death,10047
10/26/2022,01/01/2022,10/22/2022,By Year,Pennsylvania,"Healthcare setting, inpatient",6221
10/26/2022,01/01/2022,10/22/2022,By Year,Pennsylvania,"Healthcare setting, outpatient or emergency room",294
10/26/2022,01/01/2022,10/22/2022,By Year,Pennsylvania,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Pennsylvania,Decedent's home,1295
10/26/2022,01/01/2022,10/22/2022,By Year,Pennsylvania,Hospice facility,270
10/26/2022,01/01/2022,10/22/2022,By Year,Pennsylvania,Nursing home/long term care facility,1838
10/26/2022,01/01/2022,10/22/2022,By Year,Pennsylvania,Other,122
10/26/2022,01/01/2022,10/22/2022,By Year,Pennsylvania,Place of death unknown,
10/26/2022,01/01/2022,10/22/2022,By Year,Rhode Island,Total - All Places of Death,658
10/26/2022,01/01/2022,10/22/2022,By Year,Rhode Island,"Healthcare setting, inpatient",320
10/26/2022,01/01/2022,10/22/2022,By Year,Rhode Island,"Healthcare setting, outpatient or emergency room",27
10/26/2022,01/01/2022,10/22/2022,By Year,Rhode Island,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Rhode Island,Decedent's home,71
10/26/2022,01/01/2022,10/22/2022,By Year,Rhode Island,Hospice facility,98
10/26/2022,01/01/2022,10/22/2022,By Year,Rhode Island,Nursing home/long term care facility,136
10/26/2022,01/01/2022,10/22/2022,By Year,Rhode Island,Other,
10/26/2022,01/01/2022,10/22/2022,By Year,Rhode Island,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,South Carolina,Total - All Places of Death,4090
10/26/2022,01/01/2022,10/22/2022,By Year,South Carolina,"Healthcare setting, inpatient",2388
10/26/2022,01/01/2022,10/22/2022,By Year,South Carolina,"Healthcare setting, outpatient or emergency room",133
10/26/2022,01/01/2022,10/22/2022,By Year,South Carolina,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,South Carolina,Decedent's home,726
10/26/2022,01/01/2022,10/22/2022,By Year,South Carolina,Hospice facility,351
10/26/2022,01/01/2022,10/22/2022,By Year,South Carolina,Nursing home/long term care facility,412
10/26/2022,01/01/2022,10/22/2022,By Year,South Carolina,Other,79
10/26/2022,01/01/2022,10/22/2022,By Year,South Carolina,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,South Dakota,Total - All Places of Death,535
10/26/2022,01/01/2022,10/22/2022,By Year,South Dakota,"Healthcare setting, inpatient",330
10/26/2022,01/01/2022,10/22/2022,By Year,South Dakota,"Healthcare setting, outpatient or emergency room",18
10/26/2022,01/01/2022,10/22/2022,By Year,South Dakota,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,South Dakota,Decedent's home,47
10/26/2022,01/01/2022,10/22/2022,By Year,South Dakota,Hospice facility,40
10/26/2022,01/01/2022,10/22/2022,By Year,South Dakota,Nursing home/long term care facility,96
10/26/2022,01/01/2022,10/22/2022,By Year,South Dakota,Other,
10/26/2022,01/01/2022,10/22/2022,By Year,South Dakota,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Tennessee,Total - All Places of Death,6410
10/26/2022,01/01/2022,10/22/2022,By Year,Tennessee,"Healthcare setting, inpatient",3934
10/26/2022,01/01/2022,10/22/2022,By Year,Tennessee,"Healthcare setting, outpatient or emergency room",282
10/26/2022,01/01/2022,10/22/2022,By Year,Tennessee,"Healthcare setting, dead on arrival",41
10/26/2022,01/01/2022,10/22/2022,By Year,Tennessee,Decedent's home,958
10/26/2022,01/01/2022,10/22/2022,By Year,Tennessee,Hospice facility,184
10/26/2022,01/01/2022,10/22/2022,By Year,Tennessee,Nursing home/long term care facility,892
10/26/2022,01/01/2022,10/22/2022,By Year,Tennessee,Other,119
10/26/2022,01/01/2022,10/22/2022,By Year,Tennessee,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Texas,Total - All Places of Death,16934
10/26/2022,01/01/2022,10/22/2022,By Year,Texas,"Healthcare setting, inpatient",10995
10/26/2022,01/01/2022,10/22/2022,By Year,Texas,"Healthcare setting, outpatient or emergency room",683
10/26/2022,01/01/2022,10/22/2022,By Year,Texas,"Healthcare setting, dead on arrival",11
10/26/2022,01/01/2022,10/22/2022,By Year,Texas,Decedent's home,2372
10/26/2022,01/01/2022,10/22/2022,By Year,Texas,Hospice facility,514
10/26/2022,01/01/2022,10/22/2022,By Year,Texas,Nursing home/long term care facility,1925
10/26/2022,01/01/2022,10/22/2022,By Year,Texas,Other,434
10/26/2022,01/01/2022,10/22/2022,By Year,Texas,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Utah,Total - All Places of Death,1125
10/26/2022,01/01/2022,10/22/2022,By Year,Utah,"Healthcare setting, inpatient",587
10/26/2022,01/01/2022,10/22/2022,By Year,Utah,"Healthcare setting, outpatient or emergency room",45
10/26/2022,01/01/2022,10/22/2022,By Year,Utah,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Utah,Decedent's home,261
10/26/2022,01/01/2022,10/22/2022,By Year,Utah,Hospice facility,0
10/26/2022,01/01/2022,10/22/2022,By Year,Utah,Nursing home/long term care facility,203
10/26/2022,01/01/2022,10/22/2022,By Year,Utah,Other,27
10/26/2022,01/01/2022,10/22/2022,By Year,Utah,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Vermont,Total - All Places of Death,301
10/26/2022,01/01/2022,10/22/2022,By Year,Vermont,"Healthcare setting, inpatient",112
10/26/2022,01/01/2022,10/22/2022,By Year,Vermont,"Healthcare setting, outpatient or emergency room",11
10/26/2022,01/01/2022,10/22/2022,By Year,Vermont,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Vermont,Decedent's home,60
10/26/2022,01/01/2022,10/22/2022,By Year,Vermont,Hospice facility,
10/26/2022,01/01/2022,10/22/2022,By Year,Vermont,Nursing home/long term care facility,108
10/26/2022,01/01/2022,10/22/2022,By Year,Vermont,Other,
10/26/2022,01/01/2022,10/22/2022,By Year,Vermont,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Virginia,Total - All Places of Death,5346
10/26/2022,01/01/2022,10/22/2022,By Year,Virginia,"Healthcare setting, inpatient",3301
10/26/2022,01/01/2022,10/22/2022,By Year,Virginia,"Healthcare setting, outpatient or emergency room",179
10/26/2022,01/01/2022,10/22/2022,By Year,Virginia,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Virginia,Decedent's home,834
10/26/2022,01/01/2022,10/22/2022,By Year,Virginia,Hospice facility,59
10/26/2022,01/01/2022,10/22/2022,By Year,Virginia,Nursing home/long term care facility,822
10/26/2022,01/01/2022,10/22/2022,By Year,Virginia,Other,141
10/26/2022,01/01/2022,10/22/2022,By Year,Virginia,Place of death unknown,
10/26/2022,01/01/2022,10/22/2022,By Year,Washington,Total - All Places of Death,3561
10/26/2022,01/01/2022,10/22/2022,By Year,Washington,"Healthcare setting, inpatient",1968
10/26/2022,01/01/2022,10/22/2022,By Year,Washington,"Healthcare setting, outpatient or emergency room",88
10/26/2022,01/01/2022,10/22/2022,By Year,Washington,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Washington,Decedent's home,664
10/26/2022,01/01/2022,10/22/2022,By Year,Washington,Hospice facility,113
10/26/2022,01/01/2022,10/22/2022,By Year,Washington,Nursing home/long term care facility,610
10/26/2022,01/01/2022,10/22/2022,By Year,Washington,Other,117
10/26/2022,01/01/2022,10/22/2022,By Year,Washington,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,West Virginia,Total - All Places of Death,2069
10/26/2022,01/01/2022,10/22/2022,By Year,West Virginia,"Healthcare setting, inpatient",1212
10/26/2022,01/01/2022,10/22/2022,By Year,West Virginia,"Healthcare setting, outpatient or emergency room",80
10/26/2022,01/01/2022,10/22/2022,By Year,West Virginia,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,West Virginia,Decedent's home,276
10/26/2022,01/01/2022,10/22/2022,By Year,West Virginia,Hospice facility,218
10/26/2022,01/01/2022,10/22/2022,By Year,West Virginia,Nursing home/long term care facility,249
10/26/2022,01/01/2022,10/22/2022,By Year,West Virginia,Other,34
10/26/2022,01/01/2022,10/22/2022,By Year,West Virginia,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Wisconsin,Total - All Places of Death,3253
10/26/2022,01/01/2022,10/22/2022,By Year,Wisconsin,"Healthcare setting, inpatient",1938
10/26/2022,01/01/2022,10/22/2022,By Year,Wisconsin,"Healthcare setting, outpatient or emergency room",97
10/26/2022,01/01/2022,10/22/2022,By Year,Wisconsin,"Healthcare setting, dead on arrival",
10/26/2022,01/01/2022,10/22/2022,By Year,Wisconsin,Decedent's home,490
10/26/2022,01/01/2022,10/22/2022,By Year,Wisconsin,Hospice facility,161
10/26/2022,01/01/2022,10/22/2022,By Year,Wisconsin,Nursing home/long term care facility,305
10/26/2022,01/01/2022,10/22/2022,By Year,Wisconsin,Other,259
10/26/2022,01/01/2022,10/22/2022,By Year,Wisconsin,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Wyoming,Total - All Places of Death,288
10/26/2022,01/01/2022,10/22/2022,By Year,Wyoming,"Healthcare setting, inpatient",140
10/26/2022,01/01/2022,10/22/2022,By Year,Wyoming,"Healthcare setting, outpatient or emergency room",13
10/26/2022,01/01/2022,10/22/2022,By Year,Wyoming,"Healthcare setting, dead on arrival",0
10/26/2022,01/01/2022,10/22/2022,By Year,Wyoming,Decedent's home,55
10/26/2022,01/01/2022,10/22/2022,By Year,Wyoming,Hospice facility,13
10/26/2022,01/01/2022,10/22/2022,By Year,Wyoming,Nursing home/long term care facility,60
10/26/2022,01/01/2022,10/22/2022,By Year,Wyoming,Other,
10/26/2022,01/01/2022,10/22/2022,By Year,Wyoming,Place of death unknown,0
10/26/2022,01/01/2022,10/22/2022,By Year,Puerto Rico,Total - All Places of Death,1992
10/26/2022,01/01/2022,10/22/2022,By Year,Puerto Rico,"Healthcare setting, inpatient",1640
10/26/2022,01/01/2022,10/22/2022,By Year,Puerto Rico,"Healthcare setting, outpatient or emergency room",78
