Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,"Healthcare setting, inpatient",,396,69,,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,"Healthcare setting, outpatient or emergency room",0,95,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Decedent's home,,394,23,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Hospice facility,0,42,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Nursing home/long term care facility,0,426,18,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Other,,154,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2020,03/31/2020,By Month,2020,3,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Total - All Places of Death,76,1461,122,19,,182,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,"Healthcare setting, inpatient",41,348,70,12,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,"Healthcare setting, outpatient or emergency room",,82,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Decedent's home,,441,17,0,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Hospice facility,0,29,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Nursing home/long term care facility,23,414,26,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Other,,145,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2020,04/30/2020,By Month,2020,4,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Total - All Places of Death,111,1563,116,43,0,184,
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,"Healthcare setting, inpatient",71,414,72,33,0,110,
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,"Healthcare setting, outpatient or emergency room",,78,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Decedent's home,14,514,11,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Hospice facility,0,32,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Nursing home/long term care facility,24,368,24,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Other,0,157,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2020,05/31/2020,By Month,2020,5,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Total - All Places of Death,92,1424,95,45,0,142,
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,"Healthcare setting, inpatient",66,374,72,40,0,98,
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,"Healthcare setting, outpatient or emergency room",,84,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Decedent's home,,453,,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Hospice facility,0,29,0,0,0,0,
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Nursing home/long term care facility,10,297,11,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Other,,186,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2020,06/30/2020,By Month,2020,6,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Total - All Places of Death,48,1483,99,19,0,128,
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,"Healthcare setting, inpatient",31,395,63,17,0,77,
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,"Healthcare setting, outpatient or emergency room",,98,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Decedent's home,,454,12,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Hospice facility,0,30,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Nursing home/long term care facility,10,339,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Other,,165,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2020,07/31/2020,By Month,2020,7,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Total - All Places of Death,101,1580,113,35,0,179,
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,"Healthcare setting, inpatient",59,420,70,28,0,101,
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,"Healthcare setting, outpatient or emergency room",,87,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Decedent's home,,486,14,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Hospice facility,0,44,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Nursing home/long term care facility,25,371,22,,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Other,,172,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2020,08/31/2020,By Month,2020,8,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Total - All Places of Death,117,1502,116,58,0,175,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,"Healthcare setting, inpatient",83,442,82,49,0,116,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,"Healthcare setting, outpatient or emergency room",,70,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Decedent's home,,429,11,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Hospice facility,0,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Nursing home/long term care facility,21,337,15,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Other,,185,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2020,09/30/2020,By Month,2020,9,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Total - All Places of Death,281,1833,177,100,0,358,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,"Healthcare setting, inpatient",170,570,126,76,0,220,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,"Healthcare setting, outpatient or emergency room",11,107,,0,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Decedent's home,19,490,10,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Hospice facility,0,35,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Nursing home/long term care facility,64,436,35,20,0,79,
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Other,17,194,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2020,10/31/2020,By Month,2020,10,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Total - All Places of Death,798,2319,434,336,,897,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,"Healthcare setting, inpatient",456,809,311,259,0,508,
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,"Healthcare setting, outpatient or emergency room",14,92,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Decedent's home,47,531,23,10,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Hospice facility,,51,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Nursing home/long term care facility,245,627,78,54,0,269,
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Other,30,208,,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Total - All Places of Death,623,2078,327,251,0,699,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,"Healthcare setting, inpatient",363,744,242,199,0,406,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,"Healthcare setting, outpatient or emergency room",11,99,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Decedent's home,30,518,18,,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Hospice facility,,50,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Nursing home/long term care facility,183,493,50,37,0,196,
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Other,30,172,12,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Total - All Places of Death,345,1809,244,154,,435,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,"Healthcare setting, inpatient",216,584,182,122,,276,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,"Healthcare setting, outpatient or emergency room",,85,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Decedent's home,22,505,16,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Hospice facility,,52,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Nursing home/long term care facility,72,402,34,20,0,86,
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Other,20,181,,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Total - All Places of Death,120,1335,129,63,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,"Healthcare setting, inpatient",68,406,91,50,0,109,
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,"Healthcare setting, outpatient or emergency room",,59,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Decedent's home,11,376,19,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Hospice facility,0,43,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Nursing home/long term care facility,27,310,12,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Other,10,140,,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Total - All Places of Death,76,1472,113,35,0,154,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,"Healthcare setting, inpatient",45,443,82,29,0,98,
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,"Healthcare setting, outpatient or emergency room",,89,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Decedent's home,,420,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Hospice facility,,50,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Nursing home/long term care facility,14,328,12,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Other,,141,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Total - All Places of Death,66,1479,110,35,0,141,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,"Healthcare setting, inpatient",38,392,69,27,0,80,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,"Healthcare setting, outpatient or emergency room",,89,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Decedent's home,12,437,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Hospice facility,,48,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Nursing home/long term care facility,,352,17,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Other,,161,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Total - All Places of Death,65,1505,92,24,0,133,
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,"Healthcare setting, inpatient",42,413,70,24,0,88,
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,"Healthcare setting, outpatient or emergency room",0,84,0,0,0,0,
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Decedent's home,,435,,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Hospice facility,,55,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Nursing home/long term care facility,,352,10,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Other,,165,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Total - All Places of Death,25,1354,95,,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,"Healthcare setting, inpatient",,377,52,,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,"Healthcare setting, outpatient or emergency room",0,80,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Decedent's home,,383,19,0,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Hospice facility,,45,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Nursing home/long term care facility,,305,12,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Other,,164,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Total - All Places of Death,48,1434,99,20,0,127,
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,"Healthcare setting, inpatient",32,451,63,15,0,80,
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,"Healthcare setting, outpatient or emergency room",,68,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Decedent's home,,411,13,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Hospice facility,,43,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Nursing home/long term care facility,,321,10,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Other,,139,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,Total - All Places of Death,145,1589,165,78,0,232,
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,"Healthcare setting, inpatient",100,483,123,66,0,157,
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,"Healthcare setting, outpatient or emergency room",,96,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,Decedent's home,21,460,17,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,Hospice facility,,43,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,Nursing home/long term care facility,,341,12,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,Other,,165,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,Place of death unknown,0,0,0,0,0,0,
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Nebraska,Total - All Places of Death,186,1629,180,94,,273,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Nebraska,"Healthcare setting, inpatient",133,536,139,84,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Nebraska,"Healthcare setting, outpatient or emergency room",,84,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
