Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/19/2022,01/01/2022,10/15/2022,By Year,Kansas,Hospice facility,57
10/19/2022,01/01/2022,10/15/2022,By Year,Kansas,Nursing home/long term care facility,395
10/19/2022,01/01/2022,10/15/2022,By Year,Kansas,Other,38
10/19/2022,01/01/2022,10/15/2022,By Year,Kansas,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Kentucky,Total - All Places of Death,4870
10/19/2022,01/01/2022,10/15/2022,By Year,Kentucky,"Healthcare setting, inpatient",2930
10/19/2022,01/01/2022,10/15/2022,By Year,Kentucky,"Healthcare setting, outpatient or emergency room",195
10/19/2022,01/01/2022,10/15/2022,By Year,Kentucky,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Kentucky,Decedent's home,876
10/19/2022,01/01/2022,10/15/2022,By Year,Kentucky,Hospice facility,249
10/19/2022,01/01/2022,10/15/2022,By Year,Kentucky,Nursing home/long term care facility,555
10/19/2022,01/01/2022,10/15/2022,By Year,Kentucky,Other,63
10/19/2022,01/01/2022,10/15/2022,By Year,Kentucky,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Louisiana,Total - All Places of Death,2754
10/19/2022,01/01/2022,10/15/2022,By Year,Louisiana,"Healthcare setting, inpatient",1683
10/19/2022,01/01/2022,10/15/2022,By Year,Louisiana,"Healthcare setting, outpatient or emergency room",145
10/19/2022,01/01/2022,10/15/2022,By Year,Louisiana,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Louisiana,Decedent's home,447
10/19/2022,01/01/2022,10/15/2022,By Year,Louisiana,Hospice facility,78
10/19/2022,01/01/2022,10/15/2022,By Year,Louisiana,Nursing home/long term care facility,363
10/19/2022,01/01/2022,10/15/2022,By Year,Louisiana,Other,38
10/19/2022,01/01/2022,10/15/2022,By Year,Louisiana,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Maine,Total - All Places of Death,871
10/19/2022,01/01/2022,10/15/2022,By Year,Maine,"Healthcare setting, inpatient",459
10/19/2022,01/01/2022,10/15/2022,By Year,Maine,"Healthcare setting, outpatient or emergency room",28
10/19/2022,01/01/2022,10/15/2022,By Year,Maine,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Maine,Decedent's home,136
10/19/2022,01/01/2022,10/15/2022,By Year,Maine,Hospice facility,38
10/19/2022,01/01/2022,10/15/2022,By Year,Maine,Nursing home/long term care facility,198
10/19/2022,01/01/2022,10/15/2022,By Year,Maine,Other,11
10/19/2022,01/01/2022,10/15/2022,By Year,Maine,Place of death unknown,
10/19/2022,01/01/2022,10/15/2022,By Year,Maryland,Total - All Places of Death,3707
10/19/2022,01/01/2022,10/15/2022,By Year,Maryland,"Healthcare setting, inpatient",1988
10/19/2022,01/01/2022,10/15/2022,By Year,Maryland,"Healthcare setting, outpatient or emergency room",163
10/19/2022,01/01/2022,10/15/2022,By Year,Maryland,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Maryland,Decedent's home,487
10/19/2022,01/01/2022,10/15/2022,By Year,Maryland,Hospice facility,401
10/19/2022,01/01/2022,10/15/2022,By Year,Maryland,Nursing home/long term care facility,485
10/19/2022,01/01/2022,10/15/2022,By Year,Maryland,Other,183
10/19/2022,01/01/2022,10/15/2022,By Year,Maryland,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Massachusetts,Total - All Places of Death,3577
10/19/2022,01/01/2022,10/15/2022,By Year,Massachusetts,"Healthcare setting, inpatient",2201
10/19/2022,01/01/2022,10/15/2022,By Year,Massachusetts,"Healthcare setting, outpatient or emergency room",171
10/19/2022,01/01/2022,10/15/2022,By Year,Massachusetts,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Massachusetts,Decedent's home,431
10/19/2022,01/01/2022,10/15/2022,By Year,Massachusetts,Hospice facility,66
10/19/2022,01/01/2022,10/15/2022,By Year,Massachusetts,Nursing home/long term care facility,598
10/19/2022,01/01/2022,10/15/2022,By Year,Massachusetts,Other,107
10/19/2022,01/01/2022,10/15/2022,By Year,Massachusetts,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Michigan,Total - All Places of Death,6717
10/19/2022,01/01/2022,10/15/2022,By Year,Michigan,"Healthcare setting, inpatient",4024
10/19/2022,01/01/2022,10/15/2022,By Year,Michigan,"Healthcare setting, outpatient or emergency room",340
10/19/2022,01/01/2022,10/15/2022,By Year,Michigan,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Michigan,Decedent's home,1208
10/19/2022,01/01/2022,10/15/2022,By Year,Michigan,Hospice facility,315
10/19/2022,01/01/2022,10/15/2022,By Year,Michigan,Nursing home/long term care facility,769
10/19/2022,01/01/2022,10/15/2022,By Year,Michigan,Other,57
10/19/2022,01/01/2022,10/15/2022,By Year,Michigan,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Minnesota,Total - All Places of Death,2708
10/19/2022,01/01/2022,10/15/2022,By Year,Minnesota,"Healthcare setting, inpatient",1395
10/19/2022,01/01/2022,10/15/2022,By Year,Minnesota,"Healthcare setting, outpatient or emergency room",65
10/19/2022,01/01/2022,10/15/2022,By Year,Minnesota,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Minnesota,Decedent's home,482
10/19/2022,01/01/2022,10/15/2022,By Year,Minnesota,Hospice facility,41
10/19/2022,01/01/2022,10/15/2022,By Year,Minnesota,Nursing home/long term care facility,666
10/19/2022,01/01/2022,10/15/2022,By Year,Minnesota,Other,56
10/19/2022,01/01/2022,10/15/2022,By Year,Minnesota,Place of death unknown,
10/19/2022,01/01/2022,10/15/2022,By Year,Mississippi,Total - All Places of Death,2900
10/19/2022,01/01/2022,10/15/2022,By Year,Mississippi,"Healthcare setting, inpatient",1638
10/19/2022,01/01/2022,10/15/2022,By Year,Mississippi,"Healthcare setting, outpatient or emergency room",206
10/19/2022,01/01/2022,10/15/2022,By Year,Mississippi,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Mississippi,Decedent's home,464
10/19/2022,01/01/2022,10/15/2022,By Year,Mississippi,Hospice facility,114
10/19/2022,01/01/2022,10/15/2022,By Year,Mississippi,Nursing home/long term care facility,404
10/19/2022,01/01/2022,10/15/2022,By Year,Mississippi,Other,70
10/19/2022,01/01/2022,10/15/2022,By Year,Mississippi,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Missouri,Total - All Places of Death,4682
10/19/2022,01/01/2022,10/15/2022,By Year,Missouri,"Healthcare setting, inpatient",2948
10/19/2022,01/01/2022,10/15/2022,By Year,Missouri,"Healthcare setting, outpatient or emergency room",175
10/19/2022,01/01/2022,10/15/2022,By Year,Missouri,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Missouri,Decedent's home,590
10/19/2022,01/01/2022,10/15/2022,By Year,Missouri,Hospice facility,116
10/19/2022,01/01/2022,10/15/2022,By Year,Missouri,Nursing home/long term care facility,801
10/19/2022,01/01/2022,10/15/2022,By Year,Missouri,Other,51
10/19/2022,01/01/2022,10/15/2022,By Year,Missouri,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Montana,Total - All Places of Death,632
10/19/2022,01/01/2022,10/15/2022,By Year,Montana,"Healthcare setting, inpatient",404
10/19/2022,01/01/2022,10/15/2022,By Year,Montana,"Healthcare setting, outpatient or emergency room",14
10/19/2022,01/01/2022,10/15/2022,By Year,Montana,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Montana,Decedent's home,86
10/19/2022,01/01/2022,10/15/2022,By Year,Montana,Hospice facility,27
10/19/2022,01/01/2022,10/15/2022,By Year,Montana,Nursing home/long term care facility,95
10/19/2022,01/01/2022,10/15/2022,By Year,Montana,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,Montana,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Nebraska,Total - All Places of Death,1035
10/19/2022,01/01/2022,10/15/2022,By Year,Nebraska,"Healthcare setting, inpatient",585
10/19/2022,01/01/2022,10/15/2022,By Year,Nebraska,"Healthcare setting, outpatient or emergency room",25
10/19/2022,01/01/2022,10/15/2022,By Year,Nebraska,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Nebraska,Decedent's home,131
10/19/2022,01/01/2022,10/15/2022,By Year,Nebraska,Hospice facility,32
10/19/2022,01/01/2022,10/15/2022,By Year,Nebraska,Nursing home/long term care facility,205
10/19/2022,01/01/2022,10/15/2022,By Year,Nebraska,Other,57
10/19/2022,01/01/2022,10/15/2022,By Year,Nebraska,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Nevada,Total - All Places of Death,2388
10/19/2022,01/01/2022,10/15/2022,By Year,Nevada,"Healthcare setting, inpatient",1528
10/19/2022,01/01/2022,10/15/2022,By Year,Nevada,"Healthcare setting, outpatient or emergency room",99
10/19/2022,01/01/2022,10/15/2022,By Year,Nevada,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Nevada,Decedent's home,347
10/19/2022,01/01/2022,10/15/2022,By Year,Nevada,Hospice facility,354
10/19/2022,01/01/2022,10/15/2022,By Year,Nevada,Nursing home/long term care facility,27
10/19/2022,01/01/2022,10/15/2022,By Year,Nevada,Other,33
10/19/2022,01/01/2022,10/15/2022,By Year,Nevada,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,New Hampshire,Total - All Places of Death,646
10/19/2022,01/01/2022,10/15/2022,By Year,New Hampshire,"Healthcare setting, inpatient",374
10/19/2022,01/01/2022,10/15/2022,By Year,New Hampshire,"Healthcare setting, outpatient or emergency room",23
10/19/2022,01/01/2022,10/15/2022,By Year,New Hampshire,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,New Hampshire,Decedent's home,99
10/19/2022,01/01/2022,10/15/2022,By Year,New Hampshire,Hospice facility,17
10/19/2022,01/01/2022,10/15/2022,By Year,New Hampshire,Nursing home/long term care facility,117
10/19/2022,01/01/2022,10/15/2022,By Year,New Hampshire,Other,16
10/19/2022,01/01/2022,10/15/2022,By Year,New Hampshire,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,New Jersey,Total - All Places of Death,5625
10/19/2022,01/01/2022,10/15/2022,By Year,New Jersey,"Healthcare setting, inpatient",3817
10/19/2022,01/01/2022,10/15/2022,By Year,New Jersey,"Healthcare setting, outpatient or emergency room",170
10/19/2022,01/01/2022,10/15/2022,By Year,New Jersey,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,New Jersey,Decedent's home,606
10/19/2022,01/01/2022,10/15/2022,By Year,New Jersey,Hospice facility,162
10/19/2022,01/01/2022,10/15/2022,By Year,New Jersey,Nursing home/long term care facility,773
10/19/2022,01/01/2022,10/15/2022,By Year,New Jersey,Other,92
10/19/2022,01/01/2022,10/15/2022,By Year,New Jersey,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,New Mexico,Total - All Places of Death,1634
10/19/2022,01/01/2022,10/15/2022,By Year,New Mexico,"Healthcare setting, inpatient",879
10/19/2022,01/01/2022,10/15/2022,By Year,New Mexico,"Healthcare setting, outpatient or emergency room",72
10/19/2022,01/01/2022,10/15/2022,By Year,New Mexico,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,New Mexico,Decedent's home,393
10/19/2022,01/01/2022,10/15/2022,By Year,New Mexico,Hospice facility,46
10/19/2022,01/01/2022,10/15/2022,By Year,New Mexico,Nursing home/long term care facility,185
10/19/2022,01/01/2022,10/15/2022,By Year,New Mexico,Other,57
10/19/2022,01/01/2022,10/15/2022,By Year,New Mexico,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,New York,Total - All Places of Death,7492
10/19/2022,01/01/2022,10/15/2022,By Year,New York,"Healthcare setting, inpatient",4385
10/19/2022,01/01/2022,10/15/2022,By Year,New York,"Healthcare setting, outpatient or emergency room",350
10/19/2022,01/01/2022,10/15/2022,By Year,New York,"Healthcare setting, dead on arrival",19
10/19/2022,01/01/2022,10/15/2022,By Year,New York,Decedent's home,958
10/19/2022,01/01/2022,10/15/2022,By Year,New York,Hospice facility,474
10/19/2022,01/01/2022,10/15/2022,By Year,New York,Nursing home/long term care facility,1237
10/19/2022,01/01/2022,10/15/2022,By Year,New York,Other,67
10/19/2022,01/01/2022,10/15/2022,By Year,New York,Place of death unknown,
10/19/2022,01/01/2022,10/15/2022,By Year,New York City,Total - All Places of Death,4877
10/19/2022,01/01/2022,10/15/2022,By Year,New York City,"Healthcare setting, inpatient",3418
10/19/2022,01/01/2022,10/15/2022,By Year,New York City,"Healthcare setting, outpatient or emergency room",270
10/19/2022,01/01/2022,10/15/2022,By Year,New York City,"Healthcare setting, dead on arrival",14
10/19/2022,01/01/2022,10/15/2022,By Year,New York City,Decedent's home,710
10/19/2022,01/01/2022,10/15/2022,By Year,New York City,Hospice facility,27
10/19/2022,01/01/2022,10/15/2022,By Year,New York City,Nursing home/long term care facility,427
10/19/2022,01/01/2022,10/15/2022,By Year,New York City,Other,11
10/19/2022,01/01/2022,10/15/2022,By Year,New York City,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,North Carolina,Total - All Places of Death,7201
10/19/2022,01/01/2022,10/15/2022,By Year,North Carolina,"Healthcare setting, inpatient",4408
10/19/2022,01/01/2022,10/15/2022,By Year,North Carolina,"Healthcare setting, outpatient or emergency room",194
10/19/2022,01/01/2022,10/15/2022,By Year,North Carolina,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,North Carolina,Decedent's home,1000
10/19/2022,01/01/2022,10/15/2022,By Year,North Carolina,Hospice facility,657
10/19/2022,01/01/2022,10/15/2022,By Year,North Carolina,Nursing home/long term care facility,603
10/19/2022,01/01/2022,10/15/2022,By Year,North Carolina,Other,331
10/19/2022,01/01/2022,10/15/2022,By Year,North Carolina,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,North Dakota,Total - All Places of Death,467
10/19/2022,01/01/2022,10/15/2022,By Year,North Dakota,"Healthcare setting, inpatient",315
10/19/2022,01/01/2022,10/15/2022,By Year,North Dakota,"Healthcare setting, outpatient or emergency room",11
10/19/2022,01/01/2022,10/15/2022,By Year,North Dakota,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,North Dakota,Decedent's home,29
10/19/2022,01/01/2022,10/15/2022,By Year,North Dakota,Hospice facility,
10/19/2022,01/01/2022,10/15/2022,By Year,North Dakota,Nursing home/long term care facility,106
10/19/2022,01/01/2022,10/15/2022,By Year,North Dakota,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,North Dakota,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Ohio,Total - All Places of Death,10246
10/19/2022,01/01/2022,10/15/2022,By Year,Ohio,"Healthcare setting, inpatient",5639
10/19/2022,01/01/2022,10/15/2022,By Year,Ohio,"Healthcare setting, outpatient or emergency room",383
10/19/2022,01/01/2022,10/15/2022,By Year,Ohio,"Healthcare setting, dead on arrival",16
10/19/2022,01/01/2022,10/15/2022,By Year,Ohio,Decedent's home,1227
10/19/2022,01/01/2022,10/15/2022,By Year,Ohio,Hospice facility,819
10/19/2022,01/01/2022,10/15/2022,By Year,Ohio,Nursing home/long term care facility,2041
10/19/2022,01/01/2022,10/15/2022,By Year,Ohio,Other,121
10/19/2022,01/01/2022,10/15/2022,By Year,Ohio,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Oklahoma,Total - All Places of Death,3950
10/19/2022,01/01/2022,10/15/2022,By Year,Oklahoma,"Healthcare setting, inpatient",2315
10/19/2022,01/01/2022,10/15/2022,By Year,Oklahoma,"Healthcare setting, outpatient or emergency room",247
10/19/2022,01/01/2022,10/15/2022,By Year,Oklahoma,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Oklahoma,Decedent's home,609
10/19/2022,01/01/2022,10/15/2022,By Year,Oklahoma,Hospice facility,107
10/19/2022,01/01/2022,10/15/2022,By Year,Oklahoma,Nursing home/long term care facility,602
10/19/2022,01/01/2022,10/15/2022,By Year,Oklahoma,Other,70
10/19/2022,01/01/2022,10/15/2022,By Year,Oklahoma,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Oregon,Total - All Places of Death,2315
10/19/2022,01/01/2022,10/15/2022,By Year,Oregon,"Healthcare setting, inpatient",1230
10/19/2022,01/01/2022,10/15/2022,By Year,Oregon,"Healthcare setting, outpatient or emergency room",65
10/19/2022,01/01/2022,10/15/2022,By Year,Oregon,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Oregon,Decedent's home,538
10/19/2022,01/01/2022,10/15/2022,By Year,Oregon,Hospice facility,23
10/19/2022,01/01/2022,10/15/2022,By Year,Oregon,Nursing home/long term care facility,358
10/19/2022,01/01/2022,10/15/2022,By Year,Oregon,Other,101
10/19/2022,01/01/2022,10/15/2022,By Year,Oregon,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Total - All Places of Death,9834
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,"Healthcare setting, inpatient",6116
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,"Healthcare setting, outpatient or emergency room",290
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Decedent's home,1269
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Hospice facility,263
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Nursing home/long term care facility,1769
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Other,120
10/19/2022,01/01/2022,10/15/2022,By Year,Pennsylvania,Place of death unknown,
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Total - All Places of Death,650
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,"Healthcare setting, inpatient",317
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,"Healthcare setting, outpatient or emergency room",27
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Decedent's home,67
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Hospice facility,98
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Nursing home/long term care facility,136
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,Rhode Island,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Total - All Places of Death,4055
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,"Healthcare setting, inpatient",2374
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,"Healthcare setting, outpatient or emergency room",132
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Decedent's home,719
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Hospice facility,347
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Nursing home/long term care facility,404
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Other,78
10/19/2022,01/01/2022,10/15/2022,By Year,South Carolina,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Total - All Places of Death,522
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,"Healthcare setting, inpatient",327
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,"Healthcare setting, outpatient or emergency room",18
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Decedent's home,46
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Hospice facility,37
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Nursing home/long term care facility,90
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,South Dakota,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Total - All Places of Death,6344
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,"Healthcare setting, inpatient",3906
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,"Healthcare setting, outpatient or emergency room",281
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,"Healthcare setting, dead on arrival",40
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Decedent's home,942
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Hospice facility,183
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Nursing home/long term care facility,875
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Other,117
10/19/2022,01/01/2022,10/15/2022,By Year,Tennessee,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Total - All Places of Death,16754
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,"Healthcare setting, inpatient",10904
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,"Healthcare setting, outpatient or emergency room",675
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,"Healthcare setting, dead on arrival",11
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Decedent's home,2329
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Hospice facility,502
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Nursing home/long term care facility,1905
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Other,428
10/19/2022,01/01/2022,10/15/2022,By Year,Texas,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Total - All Places of Death,1110
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,"Healthcare setting, inpatient",580
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,"Healthcare setting, outpatient or emergency room",44
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Decedent's home,260
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Hospice facility,0
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Nursing home/long term care facility,197
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Other,27
10/19/2022,01/01/2022,10/15/2022,By Year,Utah,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Total - All Places of Death,297
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,"Healthcare setting, inpatient",111
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,"Healthcare setting, outpatient or emergency room",11
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Decedent's home,59
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Hospice facility,
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Nursing home/long term care facility,106
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,Vermont,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Total - All Places of Death,5296
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,"Healthcare setting, inpatient",3281
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,"Healthcare setting, outpatient or emergency room",178
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Decedent's home,823
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Hospice facility,57
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Nursing home/long term care facility,809
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Other,138
10/19/2022,01/01/2022,10/15/2022,By Year,Virginia,Place of death unknown,
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Total - All Places of Death,3508
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,"Healthcare setting, inpatient",1945
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,"Healthcare setting, outpatient or emergency room",87
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Decedent's home,654
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Hospice facility,110
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Nursing home/long term care facility,596
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Other,115
10/19/2022,01/01/2022,10/15/2022,By Year,Washington,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Total - All Places of Death,2045
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,"Healthcare setting, inpatient",1208
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,"Healthcare setting, outpatient or emergency room",80
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Decedent's home,269
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Hospice facility,213
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Nursing home/long term care facility,242
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Other,33
10/19/2022,01/01/2022,10/15/2022,By Year,West Virginia,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Total - All Places of Death,3214
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,"Healthcare setting, inpatient",1915
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,"Healthcare setting, outpatient or emergency room",97
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Decedent's home,484
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Hospice facility,158
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Nursing home/long term care facility,300
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Other,257
10/19/2022,01/01/2022,10/15/2022,By Year,Wisconsin,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Total - All Places of Death,286
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,"Healthcare setting, inpatient",139
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,"Healthcare setting, outpatient or emergency room",13
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Decedent's home,55
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Hospice facility,13
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Nursing home/long term care facility,59
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,Total - All Places of Death,1974
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,"Healthcare setting, inpatient",1629
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,"Healthcare setting, outpatient or emergency room",77
