Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/19/2022,08/01/2020,08/31/2020,By Month,Michigan,"Healthcare setting, outpatient or emergency room",
10/19/2022,08/01/2020,08/31/2020,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,08/01/2020,08/31/2020,By Month,Michigan,Decedent's home,20
10/19/2022,08/01/2020,08/31/2020,By Month,Michigan,Hospice facility,
10/19/2022,08/01/2020,08/31/2020,By Month,Michigan,Nursing home/long term care facility,38
10/19/2022,08/01/2020,08/31/2020,By Month,Michigan,Other,
10/19/2022,08/01/2020,08/31/2020,By Month,Michigan,Place of death unknown,0
10/19/2022,09/01/2020,09/30/2020,By Month,Michigan,Total - All Places of Death,228
10/19/2022,09/01/2020,09/30/2020,By Month,Michigan,"Healthcare setting, inpatient",168
10/19/2022,09/01/2020,09/30/2020,By Month,Michigan,"Healthcare setting, outpatient or emergency room",0
10/19/2022,09/01/2020,09/30/2020,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,09/01/2020,09/30/2020,By Month,Michigan,Decedent's home,23
10/19/2022,09/01/2020,09/30/2020,By Month,Michigan,Hospice facility,
10/19/2022,09/01/2020,09/30/2020,By Month,Michigan,Nursing home/long term care facility,26
10/19/2022,09/01/2020,09/30/2020,By Month,Michigan,Other,
10/19/2022,09/01/2020,09/30/2020,By Month,Michigan,Place of death unknown,0
10/19/2022,10/01/2020,10/31/2020,By Month,Michigan,Total - All Places of Death,588
10/19/2022,10/01/2020,10/31/2020,By Month,Michigan,"Healthcare setting, inpatient",356
10/19/2022,10/01/2020,10/31/2020,By Month,Michigan,"Healthcare setting, outpatient or emergency room",11
10/19/2022,10/01/2020,10/31/2020,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,10/01/2020,10/31/2020,By Month,Michigan,Decedent's home,59
10/19/2022,10/01/2020,10/31/2020,By Month,Michigan,Hospice facility,24
10/19/2022,10/01/2020,10/31/2020,By Month,Michigan,Nursing home/long term care facility,135
10/19/2022,10/01/2020,10/31/2020,By Month,Michigan,Other,
10/19/2022,10/01/2020,10/31/2020,By Month,Michigan,Place of death unknown,0
10/19/2022,11/01/2020,11/30/2020,By Month,Michigan,Total - All Places of Death,2114
10/19/2022,11/01/2020,11/30/2020,By Month,Michigan,"Healthcare setting, inpatient",1429
10/19/2022,11/01/2020,11/30/2020,By Month,Michigan,"Healthcare setting, outpatient or emergency room",67
10/19/2022,11/01/2020,11/30/2020,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,11/01/2020,11/30/2020,By Month,Michigan,Decedent's home,164
10/19/2022,11/01/2020,11/30/2020,By Month,Michigan,Hospice facility,80
10/19/2022,11/01/2020,11/30/2020,By Month,Michigan,Nursing home/long term care facility,354
10/19/2022,11/01/2020,11/30/2020,By Month,Michigan,Other,20
10/19/2022,11/01/2020,11/30/2020,By Month,Michigan,Place of death unknown,0
10/19/2022,12/01/2020,12/31/2020,By Month,Michigan,Total - All Places of Death,3223
10/19/2022,12/01/2020,12/31/2020,By Month,Michigan,"Healthcare setting, inpatient",2020
10/19/2022,12/01/2020,12/31/2020,By Month,Michigan,"Healthcare setting, outpatient or emergency room",92
10/19/2022,12/01/2020,12/31/2020,By Month,Michigan,"Healthcare setting, dead on arrival",
10/19/2022,12/01/2020,12/31/2020,By Month,Michigan,Decedent's home,245
10/19/2022,12/01/2020,12/31/2020,By Month,Michigan,Hospice facility,113
10/19/2022,12/01/2020,12/31/2020,By Month,Michigan,Nursing home/long term care facility,735
10/19/2022,12/01/2020,12/31/2020,By Month,Michigan,Other,17
10/19/2022,12/01/2020,12/31/2020,By Month,Michigan,Place of death unknown,0
10/19/2022,01/01/2021,01/31/2021,By Month,Michigan,Total - All Places of Death,1743
10/19/2022,01/01/2021,01/31/2021,By Month,Michigan,"Healthcare setting, inpatient",1074
10/19/2022,01/01/2021,01/31/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",53
10/19/2022,01/01/2021,01/31/2021,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2021,01/31/2021,By Month,Michigan,Decedent's home,150
10/19/2022,01/01/2021,01/31/2021,By Month,Michigan,Hospice facility,84
10/19/2022,01/01/2021,01/31/2021,By Month,Michigan,Nursing home/long term care facility,353
10/19/2022,01/01/2021,01/31/2021,By Month,Michigan,Other,29
10/19/2022,01/01/2021,01/31/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,02/01/2021,02/28/2021,By Month,Michigan,Total - All Places of Death,681
10/19/2022,02/01/2021,02/28/2021,By Month,Michigan,"Healthcare setting, inpatient",406
10/19/2022,02/01/2021,02/28/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",27
10/19/2022,02/01/2021,02/28/2021,By Month,Michigan,"Healthcare setting, dead on arrival",
10/19/2022,02/01/2021,02/28/2021,By Month,Michigan,Decedent's home,83
10/19/2022,02/01/2021,02/28/2021,By Month,Michigan,Hospice facility,38
10/19/2022,02/01/2021,02/28/2021,By Month,Michigan,Nursing home/long term care facility,113
10/19/2022,02/01/2021,02/28/2021,By Month,Michigan,Other,13
10/19/2022,02/01/2021,02/28/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,03/01/2021,03/31/2021,By Month,Michigan,Total - All Places of Death,582
10/19/2022,03/01/2021,03/31/2021,By Month,Michigan,"Healthcare setting, inpatient",385
10/19/2022,03/01/2021,03/31/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",39
10/19/2022,03/01/2021,03/31/2021,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,03/01/2021,03/31/2021,By Month,Michigan,Decedent's home,80
10/19/2022,03/01/2021,03/31/2021,By Month,Michigan,Hospice facility,23
10/19/2022,03/01/2021,03/31/2021,By Month,Michigan,Nursing home/long term care facility,49
10/19/2022,03/01/2021,03/31/2021,By Month,Michigan,Other,
10/19/2022,03/01/2021,03/31/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,04/01/2021,04/30/2021,By Month,Michigan,Total - All Places of Death,1732
10/19/2022,04/01/2021,04/30/2021,By Month,Michigan,"Healthcare setting, inpatient",1335
10/19/2022,04/01/2021,04/30/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",85
10/19/2022,04/01/2021,04/30/2021,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,04/01/2021,04/30/2021,By Month,Michigan,Decedent's home,233
10/19/2022,04/01/2021,04/30/2021,By Month,Michigan,Hospice facility,19
10/19/2022,04/01/2021,04/30/2021,By Month,Michigan,Nursing home/long term care facility,45
10/19/2022,04/01/2021,04/30/2021,By Month,Michigan,Other,15
10/19/2022,04/01/2021,04/30/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,05/01/2021,05/31/2021,By Month,Michigan,Total - All Places of Death,1313
10/19/2022,05/01/2021,05/31/2021,By Month,Michigan,"Healthcare setting, inpatient",1059
10/19/2022,05/01/2021,05/31/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",43
10/19/2022,05/01/2021,05/31/2021,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,05/01/2021,05/31/2021,By Month,Michigan,Decedent's home,131
10/19/2022,05/01/2021,05/31/2021,By Month,Michigan,Hospice facility,15
10/19/2022,05/01/2021,05/31/2021,By Month,Michigan,Nursing home/long term care facility,56
10/19/2022,05/01/2021,05/31/2021,By Month,Michigan,Other,
10/19/2022,05/01/2021,05/31/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,06/01/2021,06/30/2021,By Month,Michigan,Total - All Places of Death,362
10/19/2022,06/01/2021,06/30/2021,By Month,Michigan,"Healthcare setting, inpatient",260
10/19/2022,06/01/2021,06/30/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",19
10/19/2022,06/01/2021,06/30/2021,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,06/01/2021,06/30/2021,By Month,Michigan,Decedent's home,44
10/19/2022,06/01/2021,06/30/2021,By Month,Michigan,Hospice facility,
10/19/2022,06/01/2021,06/30/2021,By Month,Michigan,Nursing home/long term care facility,27
10/19/2022,06/01/2021,06/30/2021,By Month,Michigan,Other,
10/19/2022,06/01/2021,06/30/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,07/01/2021,07/31/2021,By Month,Michigan,Total - All Places of Death,133
10/19/2022,07/01/2021,07/31/2021,By Month,Michigan,"Healthcare setting, inpatient",84
10/19/2022,07/01/2021,07/31/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",
10/19/2022,07/01/2021,07/31/2021,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,07/01/2021,07/31/2021,By Month,Michigan,Decedent's home,21
10/19/2022,07/01/2021,07/31/2021,By Month,Michigan,Hospice facility,
10/19/2022,07/01/2021,07/31/2021,By Month,Michigan,Nursing home/long term care facility,16
10/19/2022,07/01/2021,07/31/2021,By Month,Michigan,Other,
10/19/2022,07/01/2021,07/31/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,08/01/2021,08/31/2021,By Month,Michigan,Total - All Places of Death,420
10/19/2022,08/01/2021,08/31/2021,By Month,Michigan,"Healthcare setting, inpatient",284
10/19/2022,08/01/2021,08/31/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",24
10/19/2022,08/01/2021,08/31/2021,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,08/01/2021,08/31/2021,By Month,Michigan,Decedent's home,73
10/19/2022,08/01/2021,08/31/2021,By Month,Michigan,Hospice facility,
10/19/2022,08/01/2021,08/31/2021,By Month,Michigan,Nursing home/long term care facility,26
10/19/2022,08/01/2021,08/31/2021,By Month,Michigan,Other,
10/19/2022,08/01/2021,08/31/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,09/01/2021,09/30/2021,By Month,Michigan,Total - All Places of Death,852
10/19/2022,09/01/2021,09/30/2021,By Month,Michigan,"Healthcare setting, inpatient",624
10/19/2022,09/01/2021,09/30/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",35
10/19/2022,09/01/2021,09/30/2021,By Month,Michigan,"Healthcare setting, dead on arrival",
10/19/2022,09/01/2021,09/30/2021,By Month,Michigan,Decedent's home,111
10/19/2022,09/01/2021,09/30/2021,By Month,Michigan,Hospice facility,15
10/19/2022,09/01/2021,09/30/2021,By Month,Michigan,Nursing home/long term care facility,55
10/19/2022,09/01/2021,09/30/2021,By Month,Michigan,Other,11
10/19/2022,09/01/2021,09/30/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,10/01/2021,10/31/2021,By Month,Michigan,Total - All Places of Death,1356
10/19/2022,10/01/2021,10/31/2021,By Month,Michigan,"Healthcare setting, inpatient",1044
10/19/2022,10/01/2021,10/31/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",63
10/19/2022,10/01/2021,10/31/2021,By Month,Michigan,"Healthcare setting, dead on arrival",
10/19/2022,10/01/2021,10/31/2021,By Month,Michigan,Decedent's home,152
10/19/2022,10/01/2021,10/31/2021,By Month,Michigan,Hospice facility,21
10/19/2022,10/01/2021,10/31/2021,By Month,Michigan,Nursing home/long term care facility,62
10/19/2022,10/01/2021,10/31/2021,By Month,Michigan,Other,12
10/19/2022,10/01/2021,10/31/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,11/01/2021,11/30/2021,By Month,Michigan,Total - All Places of Death,2299
10/19/2022,11/01/2021,11/30/2021,By Month,Michigan,"Healthcare setting, inpatient",1620
10/19/2022,11/01/2021,11/30/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",102
10/19/2022,11/01/2021,11/30/2021,By Month,Michigan,"Healthcare setting, dead on arrival",
10/19/2022,11/01/2021,11/30/2021,By Month,Michigan,Decedent's home,330
10/19/2022,11/01/2021,11/30/2021,By Month,Michigan,Hospice facility,41
10/19/2022,11/01/2021,11/30/2021,By Month,Michigan,Nursing home/long term care facility,181
10/19/2022,11/01/2021,11/30/2021,By Month,Michigan,Other,24
10/19/2022,11/01/2021,11/30/2021,By Month,Michigan,Place of death unknown,0
10/19/2022,12/01/2021,12/31/2021,By Month,Michigan,Total - All Places of Death,3472
10/19/2022,12/01/2021,12/31/2021,By Month,Michigan,"Healthcare setting, inpatient",2569
10/19/2022,12/01/2021,12/31/2021,By Month,Michigan,"Healthcare setting, outpatient or emergency room",182
10/19/2022,12/01/2021,12/31/2021,By Month,Michigan,"Healthcare setting, dead on arrival",
10/19/2022,12/01/2021,12/31/2021,By Month,Michigan,Decedent's home,449
10/19/2022,12/01/2021,12/31/2021,By Month,Michigan,Hospice facility,60
10/19/2022,12/01/2021,12/31/2021,By Month,Michigan,Nursing home/long term care facility,178
10/19/2022,12/01/2021,12/31/2021,By Month,Michigan,Other,32
10/19/2022,12/01/2021,12/31/2021,By Month,Michigan,Place of death unknown,
10/19/2022,01/01/2022,01/31/2022,By Month,Michigan,Total - All Places of Death,2831
10/19/2022,01/01/2022,01/31/2022,By Month,Michigan,"Healthcare setting, inpatient",2026
10/19/2022,01/01/2022,01/31/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",141
10/19/2022,01/01/2022,01/31/2022,By Month,Michigan,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,01/31/2022,By Month,Michigan,Decedent's home,385
10/19/2022,01/01/2022,01/31/2022,By Month,Michigan,Hospice facility,78
10/19/2022,01/01/2022,01/31/2022,By Month,Michigan,Nursing home/long term care facility,180
10/19/2022,01/01/2022,01/31/2022,By Month,Michigan,Other,19
10/19/2022,01/01/2022,01/31/2022,By Month,Michigan,Place of death unknown,0
10/19/2022,02/01/2022,02/28/2022,By Month,Michigan,Total - All Places of Death,1284
10/19/2022,02/01/2022,02/28/2022,By Month,Michigan,"Healthcare setting, inpatient",789
10/19/2022,02/01/2022,02/28/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",53
10/19/2022,02/01/2022,02/28/2022,By Month,Michigan,"Healthcare setting, dead on arrival",
10/19/2022,02/01/2022,02/28/2022,By Month,Michigan,Decedent's home,243
10/19/2022,02/01/2022,02/28/2022,By Month,Michigan,Hospice facility,57
10/19/2022,02/01/2022,02/28/2022,By Month,Michigan,Nursing home/long term care facility,134
10/19/2022,02/01/2022,02/28/2022,By Month,Michigan,Other,
10/19/2022,02/01/2022,02/28/2022,By Month,Michigan,Place of death unknown,0
10/19/2022,03/01/2022,03/31/2022,By Month,Michigan,Total - All Places of Death,462
10/19/2022,03/01/2022,03/31/2022,By Month,Michigan,"Healthcare setting, inpatient",231
10/19/2022,03/01/2022,03/31/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",24
10/19/2022,03/01/2022,03/31/2022,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,03/01/2022,03/31/2022,By Month,Michigan,Decedent's home,106
10/19/2022,03/01/2022,03/31/2022,By Month,Michigan,Hospice facility,38
10/19/2022,03/01/2022,03/31/2022,By Month,Michigan,Nursing home/long term care facility,60
10/19/2022,03/01/2022,03/31/2022,By Month,Michigan,Other,
10/19/2022,03/01/2022,03/31/2022,By Month,Michigan,Place of death unknown,0
10/19/2022,04/01/2022,04/30/2022,By Month,Michigan,Total - All Places of Death,239
10/19/2022,04/01/2022,04/30/2022,By Month,Michigan,"Healthcare setting, inpatient",94
10/19/2022,04/01/2022,04/30/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",13
10/19/2022,04/01/2022,04/30/2022,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,04/01/2022,04/30/2022,By Month,Michigan,Decedent's home,68
10/19/2022,04/01/2022,04/30/2022,By Month,Michigan,Hospice facility,21
10/19/2022,04/01/2022,04/30/2022,By Month,Michigan,Nursing home/long term care facility,41
10/19/2022,04/01/2022,04/30/2022,By Month,Michigan,Other,
10/19/2022,04/01/2022,04/30/2022,By Month,Michigan,Place of death unknown,0
10/19/2022,05/01/2022,05/31/2022,By Month,Michigan,Total - All Places of Death,348
10/19/2022,05/01/2022,05/31/2022,By Month,Michigan,"Healthcare setting, inpatient",175
10/19/2022,05/01/2022,05/31/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",15
10/19/2022,05/01/2022,05/31/2022,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,05/01/2022,05/31/2022,By Month,Michigan,Decedent's home,84
10/19/2022,05/01/2022,05/31/2022,By Month,Michigan,Hospice facility,14
10/19/2022,05/01/2022,05/31/2022,By Month,Michigan,Nursing home/long term care facility,55
10/19/2022,05/01/2022,05/31/2022,By Month,Michigan,Other,
10/19/2022,05/01/2022,05/31/2022,By Month,Michigan,Place of death unknown,0
10/19/2022,06/01/2022,06/30/2022,By Month,Michigan,Total - All Places of Death,336
10/19/2022,06/01/2022,06/30/2022,By Month,Michigan,"Healthcare setting, inpatient",151
10/19/2022,06/01/2022,06/30/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",23
10/19/2022,06/01/2022,06/30/2022,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,06/01/2022,06/30/2022,By Month,Michigan,Decedent's home,68
10/19/2022,06/01/2022,06/30/2022,By Month,Michigan,Hospice facility,26
10/19/2022,06/01/2022,06/30/2022,By Month,Michigan,Nursing home/long term care facility,67
10/19/2022,06/01/2022,06/30/2022,By Month,Michigan,Other,
10/19/2022,06/01/2022,06/30/2022,By Month,Michigan,Place of death unknown,0
10/19/2022,07/01/2022,07/31/2022,By Month,Michigan,Total - All Places of Death,325
10/19/2022,07/01/2022,07/31/2022,By Month,Michigan,"Healthcare setting, inpatient",148
10/19/2022,07/01/2022,07/31/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",24
10/19/2022,07/01/2022,07/31/2022,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,07/01/2022,07/31/2022,By Month,Michigan,Decedent's home,62
10/19/2022,07/01/2022,07/31/2022,By Month,Michigan,Hospice facility,22
10/19/2022,07/01/2022,07/31/2022,By Month,Michigan,Nursing home/long term care facility,66
10/19/2022,07/01/2022,07/31/2022,By Month,Michigan,Other,
10/19/2022,07/01/2022,07/31/2022,By Month,Michigan,Place of death unknown,0
10/19/2022,08/01/2022,08/31/2022,By Month,Michigan,Total - All Places of Death,384
10/19/2022,08/01/2022,08/31/2022,By Month,Michigan,"Healthcare setting, inpatient",173
10/19/2022,08/01/2022,08/31/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",24
10/19/2022,08/01/2022,08/31/2022,By Month,Michigan,"Healthcare setting, dead on arrival",
10/19/2022,08/01/2022,08/31/2022,By Month,Michigan,Decedent's home,85
10/19/2022,08/01/2022,08/31/2022,By Month,Michigan,Hospice facility,22
10/19/2022,08/01/2022,08/31/2022,By Month,Michigan,Nursing home/long term care facility,68
10/19/2022,08/01/2022,08/31/2022,By Month,Michigan,Other,11
10/19/2022,08/01/2022,08/31/2022,By Month,Michigan,Place of death unknown,0
10/19/2022,09/01/2022,09/30/2022,By Month,Michigan,Total - All Places of Death,396
10/19/2022,09/01/2022,09/30/2022,By Month,Michigan,"Healthcare setting, inpatient",188
10/19/2022,09/01/2022,09/30/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",20
10/19/2022,09/01/2022,09/30/2022,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,09/01/2022,09/30/2022,By Month,Michigan,Decedent's home,76
10/19/2022,09/01/2022,09/30/2022,By Month,Michigan,Hospice facility,31
10/19/2022,09/01/2022,09/30/2022,By Month,Michigan,Nursing home/long term care facility,75
10/19/2022,09/01/2022,09/30/2022,By Month,Michigan,Other,
10/19/2022,09/01/2022,09/30/2022,By Month,Michigan,Place of death unknown,0
10/19/2022,10/01/2022,10/15/2022,By Month,Michigan,Total - All Places of Death,112
10/19/2022,10/01/2022,10/15/2022,By Month,Michigan,"Healthcare setting, inpatient",49
10/19/2022,10/01/2022,10/15/2022,By Month,Michigan,"Healthcare setting, outpatient or emergency room",
10/19/2022,10/01/2022,10/15/2022,By Month,Michigan,"Healthcare setting, dead on arrival",0
10/19/2022,10/01/2022,10/15/2022,By Month,Michigan,Decedent's home,31
10/19/2022,10/01/2022,10/15/2022,By Month,Michigan,Hospice facility,
10/19/2022,10/01/2022,10/15/2022,By Month,Michigan,Nursing home/long term care facility,23
10/19/2022,10/01/2022,10/15/2022,By Month,Michigan,Other,0
10/19/2022,10/01/2022,10/15/2022,By Month,Michigan,Place of death unknown,0
10/19/2022,01/01/2020,01/31/2020,By Month,Minnesota,Total - All Places of Death,0
10/19/2022,01/01/2020,01/31/2020,By Month,Minnesota,"Healthcare setting, inpatient",0
10/19/2022,01/01/2020,01/31/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",0
10/19/2022,01/01/2020,01/31/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2020,01/31/2020,By Month,Minnesota,Decedent's home,0
10/19/2022,01/01/2020,01/31/2020,By Month,Minnesota,Hospice facility,0
10/19/2022,01/01/2020,01/31/2020,By Month,Minnesota,Nursing home/long term care facility,0
10/19/2022,01/01/2020,01/31/2020,By Month,Minnesota,Other,0
10/19/2022,01/01/2020,01/31/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,02/01/2020,02/29/2020,By Month,Minnesota,Total - All Places of Death,0
10/19/2022,02/01/2020,02/29/2020,By Month,Minnesota,"Healthcare setting, inpatient",0
10/19/2022,02/01/2020,02/29/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",0
10/19/2022,02/01/2020,02/29/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,02/01/2020,02/29/2020,By Month,Minnesota,Decedent's home,0
10/19/2022,02/01/2020,02/29/2020,By Month,Minnesota,Hospice facility,0
10/19/2022,02/01/2020,02/29/2020,By Month,Minnesota,Nursing home/long term care facility,0
10/19/2022,02/01/2020,02/29/2020,By Month,Minnesota,Other,0
10/19/2022,02/01/2020,02/29/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,03/01/2020,03/31/2020,By Month,Minnesota,Total - All Places of Death,21
10/19/2022,03/01/2020,03/31/2020,By Month,Minnesota,"Healthcare setting, inpatient",14
10/19/2022,03/01/2020,03/31/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",0
10/19/2022,03/01/2020,03/31/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,03/01/2020,03/31/2020,By Month,Minnesota,Decedent's home,
10/19/2022,03/01/2020,03/31/2020,By Month,Minnesota,Hospice facility,0
10/19/2022,03/01/2020,03/31/2020,By Month,Minnesota,Nursing home/long term care facility,
10/19/2022,03/01/2020,03/31/2020,By Month,Minnesota,Other,
10/19/2022,03/01/2020,03/31/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,04/01/2020,04/30/2020,By Month,Minnesota,Total - All Places of Death,396
10/19/2022,04/01/2020,04/30/2020,By Month,Minnesota,"Healthcare setting, inpatient",127
10/19/2022,04/01/2020,04/30/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,04/01/2020,04/30/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,04/01/2020,04/30/2020,By Month,Minnesota,Decedent's home,18
10/19/2022,04/01/2020,04/30/2020,By Month,Minnesota,Hospice facility,
10/19/2022,04/01/2020,04/30/2020,By Month,Minnesota,Nursing home/long term care facility,241
10/19/2022,04/01/2020,04/30/2020,By Month,Minnesota,Other,
10/19/2022,04/01/2020,04/30/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,05/01/2020,05/31/2020,By Month,Minnesota,Total - All Places of Death,705
10/19/2022,05/01/2020,05/31/2020,By Month,Minnesota,"Healthcare setting, inpatient",224
10/19/2022,05/01/2020,05/31/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",13
10/19/2022,05/01/2020,05/31/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,05/01/2020,05/31/2020,By Month,Minnesota,Decedent's home,44
10/19/2022,05/01/2020,05/31/2020,By Month,Minnesota,Hospice facility,
10/19/2022,05/01/2020,05/31/2020,By Month,Minnesota,Nursing home/long term care facility,410
10/19/2022,05/01/2020,05/31/2020,By Month,Minnesota,Other,13
10/19/2022,05/01/2020,05/31/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,06/01/2020,06/30/2020,By Month,Minnesota,Total - All Places of Death,370
10/19/2022,06/01/2020,06/30/2020,By Month,Minnesota,"Healthcare setting, inpatient",134
10/19/2022,06/01/2020,06/30/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,06/01/2020,06/30/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,06/01/2020,06/30/2020,By Month,Minnesota,Decedent's home,28
10/19/2022,06/01/2020,06/30/2020,By Month,Minnesota,Hospice facility,
10/19/2022,06/01/2020,06/30/2020,By Month,Minnesota,Nursing home/long term care facility,195
10/19/2022,06/01/2020,06/30/2020,By Month,Minnesota,Other,
10/19/2022,06/01/2020,06/30/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,07/01/2020,07/31/2020,By Month,Minnesota,Total - All Places of Death,154
10/19/2022,07/01/2020,07/31/2020,By Month,Minnesota,"Healthcare setting, inpatient",63
10/19/2022,07/01/2020,07/31/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,07/01/2020,07/31/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,07/01/2020,07/31/2020,By Month,Minnesota,Decedent's home,16
10/19/2022,07/01/2020,07/31/2020,By Month,Minnesota,Hospice facility,0
10/19/2022,07/01/2020,07/31/2020,By Month,Minnesota,Nursing home/long term care facility,71
10/19/2022,07/01/2020,07/31/2020,By Month,Minnesota,Other,
10/19/2022,07/01/2020,07/31/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,08/01/2020,08/31/2020,By Month,Minnesota,Total - All Places of Death,214
10/19/2022,08/01/2020,08/31/2020,By Month,Minnesota,"Healthcare setting, inpatient",108
10/19/2022,08/01/2020,08/31/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,08/01/2020,08/31/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,08/01/2020,08/31/2020,By Month,Minnesota,Decedent's home,21
10/19/2022,08/01/2020,08/31/2020,By Month,Minnesota,Hospice facility,
10/19/2022,08/01/2020,08/31/2020,By Month,Minnesota,Nursing home/long term care facility,77
10/19/2022,08/01/2020,08/31/2020,By Month,Minnesota,Other,
10/19/2022,08/01/2020,08/31/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,09/01/2020,09/30/2020,By Month,Minnesota,Total - All Places of Death,241
10/19/2022,09/01/2020,09/30/2020,By Month,Minnesota,"Healthcare setting, inpatient",105
10/19/2022,09/01/2020,09/30/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,09/01/2020,09/30/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,09/01/2020,09/30/2020,By Month,Minnesota,Decedent's home,23
10/19/2022,09/01/2020,09/30/2020,By Month,Minnesota,Hospice facility,
10/19/2022,09/01/2020,09/30/2020,By Month,Minnesota,Nursing home/long term care facility,97
10/19/2022,09/01/2020,09/30/2020,By Month,Minnesota,Other,
10/19/2022,09/01/2020,09/30/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,10/01/2020,10/31/2020,By Month,Minnesota,Total - All Places of Death,495
10/19/2022,10/01/2020,10/31/2020,By Month,Minnesota,"Healthcare setting, inpatient",204
10/19/2022,10/01/2020,10/31/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
